ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
GO:0000070,mitotic sister chromatid segregation,28,-0.776642286117738,-1.97409528761401,9.08182577436895e-05,0.347896282080953,0.327441575955703,392,"tags=29%, list=10%, signal=26%",701/3303/4733/1063/699/387/2491/7283,0.538434096309916
GO:0045912,negative regulation of carbohydrate metabolic process,12,0.787293790212431,1.95933541108051,0.00067588468790012,0.347896282080953,0.327441575955703,348,"tags=42%, list=9%, signal=38%",1196/863/1213/4485/2033,0.477270815362862
GO:0000819,sister chromatid segregation,33,-0.73384071471852,-1.9460798315626,0.000192691177223516,0.347896282080953,0.327441575955703,392,"tags=24%, list=10%, signal=22%",701/3303/4733/1063/699/387/2491/7283,0.518848077743792
GO:0098813,nuclear chromosome segregation,37,-0.709062087023501,-1.92865631232535,0.000839639445530574,0.396169878382843,0.372876906151218,392,"tags=22%, list=10%, signal=20%",701/3303/4733/1063/699/387/2491/7283,0.477270815362862
GO:0007059,chromosome segregation,47,-0.688533532985997,-1.92632351835482,0.000173233473571969,0.347896282080953,0.327441575955703,392,"tags=19%, list=10%, signal=17%",701/3303/4733/1063/699/387/2491/672/7283,0.518848077743792
GO:0048515,spermatid differentiation,16,-0.80152148380875,-1.88414569827455,0.000665577073100648,0.347896282080953,0.327441575955703,2,"tags=6%, list=0%, signal=6%",7283,0.477270815362862
GO:0001942,hair follicle development,12,-0.86967034457523,-1.87595169351732,0.000599407026005818,0.347896282080953,0.327441575955703,100,"tags=25%, list=2%, signal=24%",538/3890/1001,0.477270815362862
GO:0022404,molting cycle process,12,-0.86967034457523,-1.87595169351732,0.000599407026005818,0.347896282080953,0.327441575955703,100,"tags=25%, list=2%, signal=24%",538/3890/1001,0.477270815362862
GO:0022405,hair cycle process,12,-0.86967034457523,-1.87595169351732,0.000599407026005818,0.347896282080953,0.327441575955703,100,"tags=25%, list=2%, signal=24%",538/3890/1001,0.477270815362862
GO:1903046,meiotic cell cycle process,17,-0.807863120010577,-1.87082039380252,0.000582343138462472,0.347896282080953,0.327441575955703,2,"tags=6%, list=0%, signal=6%",7283,0.477270815362862
GO:0007286,spermatid development,15,-0.818376758348077,-1.83499288407243,0.00113867743091899,0.495937816451026,0.466778946941914,2,"tags=7%, list=0%, signal=7%",7283,0.45505986738723
GO:0033077,T cell differentiation in thymus,21,0.649315978774158,1.82850560048186,0.00235077905041889,0.605005044703263,0.569433522295273,665,"tags=48%, list=16%, signal=40%",4775/648/814/915/1029/2737/101/5687/1235/677,0.431707695803346
GO:0031639,plasminogen activation,10,-0.88151962175545,-1.82577012861931,0.000464259663306631,0.347896282080953,0.327441575955703,50,"tags=20%, list=1%, signal=20%",350/861,0.49849310876659
GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,66,-0.623340342363797,-1.82426583573788,0.000295228459981946,0.347896282080953,0.327441575955703,695,"tags=35%, list=17%, signal=29%",857/1149/655/1028/860/1460/2651/1385/1749/3693/3303/650/2348/1655/5678/2661/2662/2734/331/653/1387/1001/659,0.49849310876659
GO:0051321,meiotic cell cycle,26,-0.698880743956539,-1.81477739252454,0.00593778663282673,0.651815077823144,0.613491340112786,2,"tags=4%, list=0%, signal=4%",7283,0.407017918923954
GO:0140014,mitotic nuclear division,43,-0.658579533879373,-1.80737662469468,0.00199708802961647,0.605005044703263,0.569433522295273,392,"tags=23%, list=10%, signal=21%",701/3303/4733/1063/699/1908/387/1613/2491/7283,0.431707695803346
GO:0031122,cytoplasmic microtubule organization,9,-0.881669214098772,-1.80108562299244,0.00262456598404336,0.61386538408601,0.577772914350961,55,"tags=22%, list=1%, signal=22%",387/7283,0.431707695803346
GO:0098773,skin epidermis development,18,-0.75458721969375,-1.79926071927861,0.00387647271471298,0.645546720903085,0.607591533836387,100,"tags=17%, list=2%, signal=16%",538/3890/1001,0.431707695803346
GO:0001973,G protein-coupled adenosine receptor signaling pathway,8,0.835851341404243,1.79862799769826,0.00219918420020554,0.605005044703263,0.569433522295273,119,"tags=38%, list=3%, signal=36%",134/136/5028,0.431707695803346
GO:0035588,G protein-coupled purinergic receptor signaling pathway,8,0.835851341404243,1.79862799769826,0.00219918420020554,0.605005044703263,0.569433522295273,119,"tags=38%, list=3%, signal=36%",134/136/5028,0.431707695803346
GO:0042303,molting cycle,14,-0.793879807236044,-1.79382466273944,0.00614701914905796,0.651815077823144,0.613491340112786,100,"tags=21%, list=2%, signal=21%",538/3890/1001,0.407017918923954
GO:0042633,hair cycle,14,-0.793879807236044,-1.79382466273944,0.00614701914905796,0.651815077823144,0.613491340112786,100,"tags=21%, list=2%, signal=21%",538/3890/1001,0.407017918923954
GO:1902850,microtubule cytoskeleton organization involved in mitosis,24,-0.720127646051398,-1.79267348244385,0.00359425627506432,0.645546720903085,0.607591533836387,466,"tags=29%, list=12%, signal=26%",4134/3064/3303/4733/3688/387/7283,0.431707695803346
GO:0044060,regulation of endocrine process,18,-0.751556487604438,-1.79203414949763,0.00439766758960496,0.651815077823144,0.613491340112786,175,"tags=28%, list=4%, signal=27%",2661/1393/4986/2150/706,0.407017918923954
GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,70,-0.594066315122338,-1.78823927877394,0.00373686715409788,0.645546720903085,0.607591533836387,695,"tags=34%, list=17%, signal=29%",857/1149/655/1028/860/1460/2651/1385/1749/3693/3303/650/2348/1655/5678/2661/2662/2734/651/331/653/1387/1001/659,0.431707695803346
GO:0007051,spindle organization,21,-0.740498548981416,-1.78740525914805,0.00457613635920195,0.651815077823144,0.613491340112786,55,"tags=10%, list=1%, signal=9%",387/7283,0.407017918923954
GO:0051956,negative regulation of amino acid transport,5,0.893133040751299,1.7609844324911,0.00615112558921828,0.651815077823144,0.613491340112786,21,"tags=40%, list=1%, signal=40%",18/134,0.407017918923954
GO:0000280,nuclear division,50,-0.622131159369713,-1.75658430903214,0.0064497453116607,0.654520020426125,0.616037244494091,392,"tags=20%, list=10%, signal=18%",701/3303/4733/1063/699/1908/387/1613/2491/7283,0.407017918923954
GO:0048285,organelle fission,55,-0.611783669627339,-1.75128295632124,0.00312280188054289,0.631475151701209,0.594347308379101,392,"tags=18%, list=10%, signal=17%",701/3303/4733/1063/699/1908/387/1613/2491/7283,0.431707695803346
GO:0051953,negative regulation of amine transport,12,0.703638365340223,1.75114243621039,0.0107485595948556,0.715980522659674,0.673884151020386,119,"tags=25%, list=3%, signal=24%",18/134/5028,0.380730400722792
GO:0048286,lung alveolus development,9,-0.856007062132158,-1.74866263688493,0.0062140823533222,0.651815077823144,0.613491340112786,100,"tags=22%, list=2%, signal=22%",538/659,0.407017918923954
GO:0034103,regulation of tissue remodeling,20,-0.730926231304625,-1.74774413010164,0.00483849454252314,0.651815077823144,0.613491340112786,67,"tags=15%, list=2%, signal=15%",5578/4763/861,0.407017918923954
GO:0007052,mitotic spindle organization,17,-0.753264325421676,-1.74438246655487,0.00379756991407531,0.645546720903085,0.607591533836387,55,"tags=12%, list=1%, signal=12%",387/7283,0.431707695803346
GO:0007422,peripheral nervous system development,17,-0.746660217947153,-1.7290889116937,0.00465613129475614,0.651815077823144,0.613491340112786,274,"tags=29%, list=7%, signal=28%",5457/2885/4763/575/861,0.407017918923954
GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,18,-0.723505828891449,-1.72514930563206,0.00892394639174132,0.701621906544886,0.660369755692427,646,"tags=44%, list=16%, signal=38%",1149/1028/3303/650/2348/2734/1387/1001,0.380730400722792
GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,18,-0.723505828891449,-1.72514930563206,0.00892394639174132,0.701621906544886,0.660369755692427,646,"tags=44%, list=16%, signal=38%",1149/1028/3303/650/2348/2734/1387/1001,0.380730400722792
GO:0046148,pigment biosynthetic process,22,-0.689627023202436,-1.71811303153695,0.00817672634445476,0.669291913772993,0.629940618247947,166,"tags=23%, list=4%, signal=22%",1355/538/7306/706/1001,0.380730400722792
GO:0035590,purinergic nucleotide receptor signaling pathway,9,0.783553274951882,1.71707895348097,0.0094558616030808,0.701621906544886,0.660369755692427,119,"tags=33%, list=3%, signal=32%",134/136/5028,0.380730400722792
GO:0003283,atrial septum development,6,-0.914378746755928,-1.7116234287236,0.00196084803127073,0.605005044703263,0.569433522295273,8,"tags=17%, list=0%, signal=17%",659,0.431707695803346
GO:0031098,stress-activated protein kinase signaling cascade,8,0.7952175563825,1.71119012475093,0.00619731301035574,0.651815077823144,0.613491340112786,552,"tags=38%, list=14%, signal=32%",5609/2308/1410,0.407017918923954
GO:0051403,stress-activated MAPK cascade,8,0.7952175563825,1.71119012475093,0.00619731301035574,0.651815077823144,0.613491340112786,552,"tags=38%, list=14%, signal=32%",5609/2308/1410,0.407017918923954
GO:0043567,regulation of insulin-like growth factor receptor signaling pathway,8,-0.853621783999436,-1.70385731750104,0.00277471828809342,0.61386538408601,0.577772914350961,396,"tags=50%, list=10%, signal=45%",2688/650/653/1001,0.431707695803346
GO:0033079,immature T cell proliferation,5,0.863302938400911,1.70216861954742,0.0148637291077798,0.744836710294092,0.701043727140515,193,"tags=40%, list=5%, signal=38%",648/1029,0.380730400722792
GO:0048771,tissue remodeling,44,-0.609708504998511,-1.6992934013457,0.00609085276263145,0.651815077823144,0.613491340112786,100,"tags=11%, list=2%, signal=11%",538/5578/4763/659/861,0.407017918923954
GO:0031424,keratinization,12,-0.785353201285588,-1.69407256111571,0.0119878512293402,0.744836710294092,0.701043727140515,326,"tags=25%, list=8%, signal=23%",3887/3890/1001,0.380730400722792
GO:0007179,transforming growth factor beta receptor signaling pathway,38,-0.635631985343688,-1.6930251141399,0.00568530810333546,0.651815077823144,0.613491340112786,414,"tags=32%, list=10%, signal=29%",2651/1385/3693/3303/650/2348/5678/2661/2662/2734/1387/1001,0.407017918923954
GO:0032891,negative regulation of organic acid transport,8,0.786766232081247,1.69300412952321,0.00764890033532129,0.663352869590427,0.624350762630123,21,"tags=25%, list=1%, signal=25%",18/134,0.407017918923954
GO:1902514,regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,9,0.771806494541051,1.69133705428996,0.0136665396485877,0.744836710294092,0.701043727140515,272,"tags=44%, list=7%, signal=42%",783/782/786/781,0.380730400722792
GO:0070873,regulation of glycogen metabolic process,6,-0.901594337899019,-1.68769232380728,0.00332801434715721,0.645546720903085,0.607591533836387,6,"tags=17%, list=0%, signal=17%",3795,0.431707695803346
GO:0045109,intermediate filament organization,13,-0.763723232327553,-1.68321482380307,0.00773247781578385,0.663352869590427,0.624350762630123,654,"tags=54%, list=16%, signal=45%",1674/3883/631/1832/3887/3860/3890,0.407017918923954
GO:0071711,basement membrane organization,10,-0.811804135273155,-1.68137804751275,0.00565256280832649,0.651815077823144,0.613491340112786,338,"tags=40%, list=8%, signal=37%",3915/7837/3688/1295,0.407017918923954
GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,44,-0.602049740192927,-1.67794797416223,0.00678693025678854,0.654520020426125,0.616037244494091,695,"tags=34%, list=17%, signal=29%",857/1149/655/1028/1460/3303/650/2348/5678/2734/331/653/1387/1001/659,0.407017918923954
GO:0006000,fructose metabolic process,5,-0.948464190717007,-1.67780357426635,0.00226458236652403,0.605005044703263,0.569433522295273,17,"tags=40%, list=0%, signal=40%",226/3795,0.431707695803346
GO:0006611,protein export from nucleus,8,0.777210510546803,1.67244163540651,0.0103287656044964,0.712839682709068,0.670927978056711,327,"tags=38%, list=8%, signal=35%",580/1029/811,0.380730400722792
GO:0071901,negative regulation of protein serine/threonine kinase activity,8,0.776961494671867,1.6719057902121,0.0103287656044964,0.712839682709068,0.670927978056711,222,"tags=25%, list=5%, signal=24%",1029/1647,0.380730400722792
GO:0007281,germ cell development,33,-0.630110625995432,-1.67099692931775,0.00754840655441789,0.663352869590427,0.624350762630123,2,"tags=3%, list=0%, signal=3%",7283,0.407017918923954
GO:0044550,secondary metabolite biosynthetic process,9,-0.816390698533953,-1.66773380125024,0.0225189572122645,0.812116788126379,0.764368044905716,133,"tags=44%, list=3%, signal=43%",1544/538/7306/1001,0.352487857583619
GO:0010755,regulation of plasminogen activation,7,-0.865411572320488,-1.66189374495844,0.00682032518635488,0.654520020426125,0.616037244494091,5,"tags=14%, list=0%, signal=14%",861,0.407017918923954
GO:0051289,protein homotetramerization,17,-0.715850106042048,-1.65773996128406,0.00930670159619018,0.701621906544886,0.660369755692427,691,"tags=41%, list=17%, signal=34%",359/1429/567/362/361/1491/226,0.380730400722792
GO:0050768,negative regulation of neurogenesis,22,-0.663858120800256,-1.6539132749497,0.0156230529867517,0.762566603543003,0.717731183965934,658,"tags=45%, list=16%, signal=38%",5309/4168/7476/4099/567/5108/999/474/4763/706,0.380730400722792
GO:0030325,adrenal gland development,7,-0.859897837826115,-1.65130544089522,0.00787016230525645,0.665087447348687,0.625983355170018,41,"tags=29%, list=1%, signal=28%",4763/706,0.380730400722792
GO:0099509,regulation of presynaptic cytosolic calcium ion concentration,8,0.766740802920204,1.64991237890824,0.0130942430700798,0.744836710294092,0.701043727140515,247,"tags=75%, list=6%, signal=71%",134/783/5028/793/794/1268,0.380730400722792
GO:0042551,neuron maturation,10,0.700149054760179,1.64826443778221,0.021346774643021,0.801718993493661,0.754581592918831,607,"tags=60%, list=15%, signal=51%",8578/351/577/1203/718/1909,0.352487857583619
GO:0060986,endocrine hormone secretion,19,-0.691398409418426,-1.64765905286931,0.0151282623955882,0.744836710294092,0.701043727140515,175,"tags=21%, list=4%, signal=20%",2661/1393/4986/706,0.380730400722792
GO:0010712,regulation of collagen metabolic process,8,-0.824023672592976,-1.6447785080688,0.00610360548496947,0.651815077823144,0.613491340112786,129,"tags=25%, list=3%, signal=24%",3688/861,0.407017918923954
GO:0051262,protein tetramerization,22,-0.656949080139192,-1.63670032882692,0.0180833289075867,0.775054554246325,0.729484900430778,691,"tags=41%, list=17%, signal=34%",359/6240/2193/1429/567/362/361/1491/226,0.352487857583619
GO:0043371,"negative regulation of CD4-positive, alpha-beta T cell differentiation",7,-0.852046420650764,-1.63622796618826,0.0095416613924331,0.701621906544886,0.660369755692427,361,"tags=43%, list=9%, signal=39%",865/969/861,0.380730400722792
GO:0001935,endothelial cell proliferation,43,-0.596093507684173,-1.63589273048677,0.00985685140285689,0.712839682709068,0.670927978056711,513,"tags=26%, list=13%, signal=23%",2152/498/1535/1012/1960/5617/1232/5578/350/4763/659,0.380730400722792
GO:0032963,collagen metabolic process,21,-0.677647484418467,-1.63569622001841,0.0254473644389069,0.869724550470543,0.818588734981575,194,"tags=19%, list=5%, signal=18%",4317/3688/4312/861,0.352487857583619
GO:0031109,microtubule polymerization or depolymerization,12,-0.757378418067166,-1.63372861322589,0.0252842314620369,0.869724550470543,0.818588734981575,2,"tags=8%, list=0%, signal=8%",7283,0.352487857583619
GO:0046825,regulation of protein export from nucleus,6,0.791490641973324,1.632647315119,0.0197635100275539,0.788035167436693,0.741702313087509,193,"tags=33%, list=5%, signal=32%",580/1029,0.352487857583619
GO:0014014,negative regulation of gliogenesis,9,-0.798585712800783,-1.63136153905849,0.0310938218332804,0.886378659341314,0.834263658617332,171,"tags=33%, list=4%, signal=32%",474/4763/706,0.352487857583619
GO:0030278,regulation of ossification,33,-0.614975958925188,-1.63086114814334,0.0104469414170151,0.712839682709068,0.670927978056711,422,"tags=21%, list=10%, signal=19%",1230/2824/650/2662/651/490/659,0.380730400722792
GO:0044027,negative regulation of gene expression via chromosomal CpG island methylation,5,-0.921583911723974,-1.63025319902477,0.0080810879281779,0.669291913772993,0.629940618247947,22,"tags=20%, list=1%, signal=20%",672,0.380730400722792
GO:0001707,mesoderm formation,9,-0.796851268745739,-1.62781839362313,0.0310938218332804,0.886378659341314,0.834263658617332,129,"tags=33%, list=3%, signal=32%",3688/2138/659,0.352487857583619
GO:0048332,mesoderm morphogenesis,9,-0.796851268745739,-1.62781839362313,0.0310938218332804,0.886378659341314,0.834263658617332,129,"tags=33%, list=3%, signal=32%",3688/2138/659,0.352487857583619
GO:0009111,vitamin catabolic process,4,0.888092885375494,1.62759574351453,0.0142943243189253,0.744836710294092,0.701043727140515,457,"tags=100%, list=11%, signal=89%",1591/1576/1592/874,0.380730400722792
GO:0042363,fat-soluble vitamin catabolic process,4,0.888092885375494,1.62759574351453,0.0142943243189253,0.744836710294092,0.701043727140515,457,"tags=100%, list=11%, signal=89%",1591/1576/1592/874,0.380730400722792
GO:0060155,platelet dense granule organization,6,0.788239360005212,1.62594073326644,0.0206370266332426,0.789505708090673,0.743086392694126,500,"tags=67%, list=12%, signal=59%",3257/162/1176/19,0.352487857583619
GO:2000515,"negative regulation of CD4-positive, alpha-beta T cell activation",8,-0.814582546794978,-1.6259337086765,0.00827453796610907,0.669291913772993,0.629940618247947,361,"tags=38%, list=9%, signal=34%",865/969/861,0.380730400722792
GO:0032623,interleukin-2 production,14,-0.717977264694693,-1.6223177777749,0.0220890432682817,0.801718993493661,0.754581592918831,5,"tags=7%, list=0%, signal=7%",861,0.352487857583619
GO:0032663,regulation of interleukin-2 production,14,-0.717977264694693,-1.6223177777749,0.0220890432682817,0.801718993493661,0.754581592918831,5,"tags=7%, list=0%, signal=7%",861,0.352487857583619
