ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
GO:0050679,positive regulation of epithelial cell proliferation,49,-0.544018576665527,-1.50266529837438,0.0447570332480818,0.886378659341314,0.834263658617332,627,"tags=29%, list=15%, signal=24%",2263/2065/2152/7476/695/1535/1012/3915/572/1960/1232/653/5578/1001,0.241339976815091
GO:0016311,dephosphorylation,20,0.544711822628929,1.50136176222245,0.034241170051534,0.886378659341314,0.834263658617332,453,"tags=35%, list=11%, signal=31%",134/5500/1846/1845/248/5533/1813,0.321775918075361
GO:0010714,positive regulation of collagen metabolic process,3,-0.957653895424569,-1.50020422263967,0.0073606678507668,0.663352869590427,0.624350762630123,5,"tags=33%, list=0%, signal=33%",861,0.407017918923954
GO:0032967,positive regulation of collagen biosynthetic process,3,-0.957653895424569,-1.50020422263967,0.0073606678507668,0.663352869590427,0.624350762630123,5,"tags=33%, list=0%, signal=33%",861,0.407017918923954
GO:0035929,steroid hormone secretion,12,-0.695317273202717,-1.4998575314576,0.0443349753694581,0.886378659341314,0.834263658617332,175,"tags=17%, list=4%, signal=16%",2661/706,0.276500599254472
GO:2001185,"regulation of CD8-positive, alpha-beta T cell activation",6,-0.800998998782418,-1.4993881447532,0.0490998363338789,0.886378659341314,0.834263658617332,361,"tags=33%, list=9%, signal=30%",865/861,0.261663521711573
GO:0043506,regulation of JUN kinase activity,2,0.975683006501763,1.49829993922231,0.0118645715575895,0.744836710294092,0.701043727140515,49,"tags=50%, list=1%, signal=49%",4216,0.380730400722792
GO:0043299,leukocyte degranulation,19,-0.628352314551846,-1.4974150437135,0.0490341753343239,0.886378659341314,0.834263658617332,444,"tags=32%, list=11%, signal=28%",695/5729/2205/8673/2150/2214,0.248911114434702
GO:0034612,response to tumor necrosis factor,50,-0.529936128867941,-1.49627208786928,0.0374331550802139,0.886378659341314,0.834263658617332,498,"tags=24%, list=12%, signal=21%",2309/1535/3303/445/329/958/4317/1393/970/331/2150/672,0.271288554688953
GO:0051258,protein polymerization,49,-0.541128206835466,-1.49468164004102,0.0473145780051151,0.886378659341314,0.834263658617332,569,"tags=20%, list=14%, signal=18%",844/2314/6708/4134/1236/3303/4733/1729/395/7283,0.234392647294686
GO:0035589,G protein-coupled purinergic nucleotide receptor signaling pathway,2,0.971111111111111,1.49127914400471,0.0142934930330146,0.744836710294092,0.701043727140515,119,"tags=100%, list=3%, signal=97%",134/5028,0.380730400722792
GO:2000831,regulation of steroid hormone secretion,11,-0.708413648997846,-1.49083553230594,0.0451612903225806,0.886378659341314,0.834263658617332,175,"tags=18%, list=4%, signal=17%",2661/706,0.271288554688953
GO:0061448,connective tissue development,60,-0.512847767320215,-1.48748460982904,0.0373230373230373,0.886378659341314,0.834263658617332,524,"tags=18%, list=13%, signal=16%",860/7476/2121/1302/650/3232/651/538/653/659/861,0.266350657088526
GO:0048147,negative regulation of fibroblast proliferation,4,-0.892814530622418,-1.48611554450856,0.0184778958116713,0.775054554246325,0.729484900430778,41,"tags=25%, list=1%, signal=25%",4763,0.352487857583619
GO:0030509,BMP signaling pathway,33,-0.559724608057524,-1.48433951554165,0.0438472418670438,0.886378659341314,0.834263658617332,782,"tags=30%, list=19%, signal=25%",5460/857/655/860/1749/650/1655/331/653/659,0.257206466468838
GO:0002274,myeloid leukocyte activation,58,-0.505486853624396,-1.48217799847253,0.0398457583547558,0.886378659341314,0.834263658617332,596,"tags=29%, list=15%, signal=25%",972/1776/3460/695/5729/1191/1437/2205/3727/4317/566/8673/1773/2150/3430/1050/2214,0.257206466468838
GO:0002028,regulation of sodium ion transport,17,0.544420552303328,1.48059416458233,0.0488804898116104,0.886378659341314,0.834263658617332,675,"tags=47%, list=17%, signal=39%",481/288/483/1813/493/476/486/859,0.321775918075361
GO:0046541,saliva secretion,5,-0.836726052822531,-1.48014229303285,0.0418760469011725,0.886378659341314,0.834263658617332,177,"tags=40%, list=4%, signal=38%",1131/4986,0.287857117255149
GO:0046636,negative regulation of alpha-beta T cell activation,11,-0.702983207028323,-1.47940732809821,0.0483870967741936,0.886378659341314,0.834263658617332,361,"tags=27%, list=9%, signal=25%",865/969/861,0.261663521711573
GO:0071425,hematopoietic stem cell proliferation,5,-0.835153644576891,-1.47736075188394,0.0418760469011725,0.886378659341314,0.834263658617332,5,"tags=20%, list=0%, signal=20%",861,0.287857117255149
GO:0072017,distal tubule development,2,0.961728395061728,1.47687064985974,0.0219103679751975,0.801718993493661,0.754581592918831,157,"tags=100%, list=4%, signal=96%",793/182,0.352487857583619
GO:0003174,mitral valve development,4,-0.887100780924293,-1.47660484329059,0.0206157880232604,0.789505708090673,0.743086392694126,8,"tags=25%, list=0%, signal=25%",659,0.352487857583619
GO:0003183,mitral valve morphogenesis,4,-0.887100780924293,-1.47660484329059,0.0206157880232604,0.789505708090673,0.743086392694126,8,"tags=25%, list=0%, signal=25%",659,0.352487857583619
GO:0061615,glycolytic process through fructose-6-phosphate,5,-0.83445468603356,-1.47612431601874,0.0435510887772194,0.886378659341314,0.834263658617332,17,"tags=20%, list=0%, signal=20%",226,0.282013350011725
GO:0061620,glycolytic process through glucose-6-phosphate,5,-0.83445468603356,-1.47612431601874,0.0435510887772194,0.886378659341314,0.834263658617332,17,"tags=20%, list=0%, signal=20%",226,0.282013350011725
GO:0061621,canonical glycolysis,5,-0.83445468603356,-1.47612431601874,0.0435510887772194,0.886378659341314,0.834263658617332,17,"tags=20%, list=0%, signal=20%",226,0.282013350011725
GO:0061718,glucose catabolic process to pyruvate,5,-0.83445468603356,-1.47612431601874,0.0435510887772194,0.886378659341314,0.834263658617332,17,"tags=20%, list=0%, signal=20%",226,0.282013350011725
GO:0006991,response to sterol depletion,3,-0.941239699432703,-1.47449070937994,0.0142061222070385,0.744836710294092,0.701043727140515,9,"tags=33%, list=0%, signal=33%",267,0.380730400722792
GO:0042558,pteridine-containing compound metabolic process,10,-0.711737728767839,-1.47412428779285,0.05,0.886378659341314,0.834263658617332,806,"tags=60%, list=20%, signal=48%",5593/6573/2356/471/2348/6697,0.252961123069611
GO:0060070,canonical Wnt signaling pathway,55,-0.514373012497292,-1.47243663847196,0.0402597402597403,0.886378659341314,0.834263658617332,782,"tags=27%, list=19%, signal=22%",5460/1277/6259/857/2263/1654/406/7476/650/2348/1649/331/1613/1001/267,0.257206466468838
GO:0043335,protein unfolding,3,-0.936222411868176,-1.4666309220116,0.0158509597324224,0.767078068418594,0.721977395393938,9,"tags=33%, list=0%, signal=33%",267,0.352487857583619
GO:0002063,chondrocyte development,3,-0.930812644672111,-1.45815629915483,0.0182211321886019,0.775054554246325,0.729484900430778,8,"tags=33%, list=0%, signal=33%",659,0.352487857583619
GO:0030836,positive regulation of actin filament depolymerization,4,-0.875507838668495,-1.45730805644179,0.0261132415365582,0.869724550470543,0.818588734981575,77,"tags=50%, list=2%, signal=49%",2150/1073,0.352487857583619
GO:1901881,positive regulation of protein depolymerization,4,-0.875507838668495,-1.45730805644179,0.0261132415365582,0.869724550470543,0.818588734981575,77,"tags=50%, list=2%, signal=49%",2150/1073,0.352487857583619
GO:0000212,meiotic spindle organization,2,-0.987961017308838,-1.45630328754863,0.00288400249381191,0.61386538408601,0.577772914350961,2,"tags=50%, list=0%, signal=50%",7283,0.431707695803346
GO:0072531,pyrimidine-containing compound transmembrane transport,3,-0.92736238577288,-1.45275132665427,0.0188136764840461,0.775054554246325,0.729484900430778,35,"tags=33%, list=1%, signal=33%",2030,0.352487857583619
GO:0035036,sperm-egg recognition,2,-0.985467654288048,-1.45262794742831,0.0035293641236144,0.645546720903085,0.607591533836387,17,"tags=50%, list=0%, signal=50%",226,0.431707695803346
GO:0016055,Wnt signaling pathway,79,-0.472954249461087,-1.44829266711442,0.0380368098159509,0.886378659341314,0.834263658617332,815,"tags=28%, list=20%, signal=23%",2011/5460/1277/6259/857/2263/1500/1654/527/406/7476/1460/5563/4776/650/2348/1649/331/387/1613/1001/267,0.257206466468838
GO:0007100,mitotic centrosome separation,2,0.942861403421629,1.44789770245849,0.0402791409326476,0.886378659341314,0.834263658617332,34,"tags=50%, list=1%, signal=50%",1111,0.321775918075361
GO:0051299,centrosome separation,2,0.942861403421629,1.44789770245849,0.0402791409326476,0.886378659341314,0.834263658617332,34,"tags=50%, list=1%, signal=50%",1111,0.321775918075361
GO:0001503,ossification,102,-0.460094663872681,-1.4466837380719,0.0344827586206897,0.886378659341314,0.834263658617332,422,"tags=17%, list=10%, signal=15%",1230/2824/1749/650/6272/3295/1655/10507/3381/2662/651/653/387/490/4763/659/861,0.266350657088526
GO:0009396,folic acid-containing compound biosynthetic process,4,-0.869043805563026,-1.44654848684612,0.0294728037494359,0.886378659341314,0.834263658617332,421,"tags=75%, list=10%, signal=67%",2356/471/2348,0.352487857583619
GO:0033623,regulation of integrin activation,2,-0.980441500962621,-1.44521914942585,0.00647888290097235,0.654520020426125,0.616037244494091,40,"tags=50%, list=1%, signal=50%",1015,0.407017918923954
GO:0099159,regulation of modification of postsynaptic structure,2,-0.968973800143609,-1.4283151925786,0.0105755092454189,0.712839682709068,0.670927978056711,55,"tags=50%, list=1%, signal=49%",387,0.380730400722792
GO:0032496,response to lipopolysaccharide,87,-0.469824599426656,-1.42295397171708,0.044080604534005,0.886378659341314,0.834263658617332,713,"tags=28%, list=18%, signal=23%",1734/1269/2263/496/1728/842/695/1236/1437/1869/567/1053/445/3727/1051/923/958/949/4317/4986/331/5578/387/706,0.241339976815091
GO:0032933,SREBP signaling pathway,2,-0.964700140513665,-1.42201560741288,0.0140222865978082,0.744836710294092,0.701043727140515,9,"tags=50%, list=0%, signal=50%",267,0.380730400722792
GO:0071501,cellular response to sterol depletion,2,-0.964700140513665,-1.42201560741288,0.0140222865978082,0.744836710294092,0.701043727140515,9,"tags=50%, list=0%, signal=50%",267,0.380730400722792
GO:0071492,cellular response to UV-A,3,-0.906945732132469,-1.42076779883712,0.0285906951865127,0.886378659341314,0.834263658617332,230,"tags=67%, list=6%, signal=63%",611/4312,0.352487857583619
GO:0070601,centromeric sister chromatid cohesion,3,-0.904173870091381,-1.41642556292237,0.045774647887324,0.886378659341314,0.834263658617332,392,"tags=100%, list=10%, signal=90%",701/699/984,0.282013350011725
GO:0030198,extracellular matrix organization,85,-0.46166467840035,-1.41604655513622,0.0447941888619855,0.886378659341314,0.834263658617332,452,"tags=19%, list=11%, signal=17%",1306/1302/2824/650/3915/7837/3381/4317/1298/3688/538/1991/4763/4312/1295/861,0.234392647294686
GO:0043062,extracellular structure organization,85,-0.46166467840035,-1.41604655513622,0.0447941888619855,0.886378659341314,0.834263658617332,452,"tags=19%, list=11%, signal=17%",1306/1302/2824/650/3915/7837/3381/4317/1298/3688/538/1991/4763/4312/1295/861,0.234392647294686
GO:0045229,external encapsulating structure organization,85,-0.46166467840035,-1.41604655513622,0.0447941888619855,0.886378659341314,0.834263658617332,452,"tags=19%, list=11%, signal=17%",1306/1302/2824/650/3915/7837/3381/4317/1298/3688/538/1991/4763/4312/1295/861,0.234392647294686
GO:0046599,regulation of centriole replication,2,-0.959842755590513,-1.41485558236276,0.0168286735757164,0.775054554246325,0.729484900430778,22,"tags=50%, list=1%, signal=50%",672,0.352487857583619
GO:0001819,positive regulation of cytokine production,117,-0.446639801645053,-1.41300497515085,0.0398593200468933,0.886378659341314,0.834263658617332,630,"tags=23%, list=16%, signal=20%",116/972/1654/975/3578/2152/695/1535/1191/1236/1437/567/1385/661/7294/3303/1051/1649/923/4317/566/331/1991/2150/2214/672/861,0.245041785430996
GO:0002366,leukocyte activation involved in immune response,66,-0.482682178720063,-1.41261610762974,0.0498084291187739,0.886378659341314,0.834263658617332,686,"tags=26%, list=17%, signal=22%",3726/1880/972/1776/975/695/5729/911/2205/969/3446/8673/1773/2150/3430/1015/2214,0.227987202850442
GO:0090324,negative regulation of oxidative phosphorylation,2,-0.95724864702921,-1.41103173834473,0.0171374479929324,0.775054554246325,0.729484900430778,55,"tags=50%, list=1%, signal=49%",387,0.352487857583619
GO:1901856,negative regulation of cellular respiration,2,-0.95724864702921,-1.41103173834473,0.0171374479929324,0.775054554246325,0.729484900430778,55,"tags=50%, list=1%, signal=49%",387,0.352487857583619
GO:0048841,regulation of axon extension involved in axon guidance,2,-0.939427295153486,-1.38476218633763,0.0301060522860819,0.886378659341314,0.834263658617332,8,"tags=50%, list=0%, signal=50%",659,0.352487857583619
GO:1903998,regulation of eating behavior,2,-0.93174732607644,-1.37344153297254,0.0380351986922867,0.886378659341314,0.834263658617332,128,"tags=50%, list=3%, signal=48%",4986,0.321775918075361
GO:1900748,positive regulation of vascular endothelial growth factor signaling pathway,2,-0.930107554227859,-1.37102442835801,0.0386437489920459,0.886378659341314,0.834263658617332,129,"tags=50%, list=3%, signal=48%",3688,0.321775918075361
GO:0021559,trigeminal nerve development,2,-0.926305173609438,-1.36541953170915,0.040469401043975,0.886378659341314,0.834263658617332,274,"tags=50%, list=7%, signal=47%",5457,0.321775918075361
GO:0034138,toll-like receptor 3 signaling pathway,2,-0.92256470246234,-1.35990589267576,0.0441207096194175,0.886378659341314,0.834263658617332,77,"tags=50%, list=2%, signal=49%",2150,0.321775918075361
GO:0018193,peptidyl-amino acid modification,84,0.352668370754097,1.35834212570259,0.0215508213362657,0.801718993493661,0.754581592918831,702,"tags=29%, list=17%, signal=24%",1111/1389/4739/8535/5894/825/1029/1647/780/3480/2033/1489/5618/2252/673/4015/3093/1958/1457/640/1386/2597/3055/983,0.352487857583619
GO:0046596,regulation of viral entry into host cell,1,0.989632189582819,1.32268379097694,0.0190055110281618,0.775054554246325,0.729484900430778,43,"tags=100%, list=1%, signal=99%",682,0.352487857583619
GO:0046598,positive regulation of viral entry into host cell,1,0.989632189582819,1.32268379097694,0.0190055110281618,0.775054554246325,0.729484900430778,43,"tags=100%, list=1%, signal=99%",682,0.352487857583619
GO:0075294,positive regulation by symbiont of entry into host,1,0.989632189582819,1.32268379097694,0.0190055110281618,0.775054554246325,0.729484900430778,43,"tags=100%, list=1%, signal=99%",682,0.352487857583619
GO:1904464,regulation of matrix metallopeptidase secretion,1,0.989632189582819,1.32268379097694,0.0190055110281618,0.775054554246325,0.729484900430778,43,"tags=100%, list=1%, signal=99%",682,0.352487857583619
GO:1990773,matrix metallopeptidase secretion,1,0.989632189582819,1.32268379097694,0.0190055110281618,0.775054554246325,0.729484900430778,43,"tags=100%, list=1%, signal=99%",682,0.352487857583619
GO:0097709,connective tissue replacement,1,-0.999259442113059,-1.31797745954362,0.00152777501386875,0.576684141901656,0.542777758714309,5,"tags=100%, list=0%, signal=100%",861,0.45505986738723
GO:1905203,regulation of connective tissue replacement,1,-0.999259442113059,-1.31797745954362,0.00152777501386875,0.576684141901656,0.542777758714309,5,"tags=100%, list=0%, signal=100%",861,0.45505986738723
GO:0046835,carbohydrate phosphorylation,1,-0.999012589484078,-1.31765187222654,0.00172760205759514,0.605005044703263,0.569433522295273,6,"tags=100%, list=0%, signal=100%",3795,0.45505986738723
GO:0044314,protein K27-linked ubiquitination,1,-0.998272031597137,-1.3166751102753,0.00292729872312297,0.61386538408601,0.577772914350961,9,"tags=100%, list=0%, signal=100%",267,0.431707695803346
GO:1904380,endoplasmic reticulum mannose trimming,1,-0.998272031597137,-1.3166751102753,0.00292729872312297,0.61386538408601,0.577772914350961,9,"tags=100%, list=0%, signal=100%",267,0.431707695803346
GO:0051797,regulation of hair follicle development,1,-0.997037768452234,-1.31504717368989,0.0050289086087612,0.651815077823144,0.613491340112786,14,"tags=100%, list=0%, signal=100%",1001,0.407017918923954
GO:0007339,binding of sperm to zona pellucida,1,-0.996297210565293,-1.31407041173865,0.0066346234620764,0.654520020426125,0.616037244494091,17,"tags=100%, list=0%, signal=100%",226,0.407017918923954
GO:0032331,negative regulation of chondrocyte differentiation,1,0.982720315971365,1.31344578994243,0.0361311493604093,0.886378659341314,0.834263658617332,71,"tags=100%, list=2%, signal=98%",579,0.321775918075361
GO:0006301,DNA damage tolerance,1,-0.99506294742039,-1.31244247515325,0.00919692583634789,0.701621906544886,0.660369755692427,22,"tags=100%, list=1%, signal=99%",672,0.380730400722792
GO:0033625,positive regulation of integrin activation,1,-0.990619600098741,-1.30658190344579,0.0174043510652169,0.775054554246325,0.729484900430778,40,"tags=100%, list=1%, signal=99%",1015,0.352487857583619
GO:0051152,positive regulation of smooth muscle cell differentiation,1,-0.982473463342385,-1.29583752198212,0.0388274055816773,0.886378659341314,0.834263658617332,73,"tags=100%, list=2%, signal=98%",1491,0.321775918075361
GO:1905065,positive regulation of vascular associated smooth muscle cell differentiation,1,-0.982473463342385,-1.29583752198212,0.0388274055816773,0.886378659341314,0.834263658617332,73,"tags=100%, list=2%, signal=98%",1491,0.321775918075361
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
