Gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
327.9636,388.919660807748,0.184212584757862,0.258612142461283,0.712312202376348,0.476271469502455,0.782478728046863
3.8513,46.4279803689642,3.85586926618375,1.16649001398174,3.3055313118558,0.00094796511416422,0.0202830213541936
1197.8872,955.7943673316,-0.0668048122574452,0.247521771097048,-0.269894692339012,0.787241270605809,0.930115129432637
346.9813,313.657739159411,0.141499350622962,0.261216875907763,0.541692990283392,0.588030019468573,0.844424365468877
55.9145,74.4402430504912,0.213702625811837,0.395062906183311,0.540933158914894,0.588553654655179,0.844607892809071
393.7709,546.26868615629,-0.443909088098238,0.322764337090854,-1.37533499549327,0.169027611799483,0.511835864232568
3090.578,10479.0464746861,1.52209179150296,0.351616467737315,4.32884102754848,1.49896082038259e-05,0.000836185006664406
1456.5546,1466.6018364767,-0.116976765524,0.190650434387056,-0.613566740092055,0.539501667637803,0.817586422814036
543.977,665.394076833284,0.290800578543483,0.301127958118416,0.965704348279506,0.334192143049077,0.686241509591757
237.8294,365.471042497634,0.528721203961667,0.27499536495188,1.92265496567255,0.0545233960913017,0.287879483847362
155.388,188.37676450041,-0.115527008606568,0.276198153122015,-0.418275818649417,0.675745467417006,0.887696903718167
817.1011,1013.41743452018,0.0673451425840255,0.178967193605258,0.376298813359985,0.706694761393186,0.900917070723054
992.5981,998.147017256382,0.228204850553404,0.228286727834045,0.999641340162793,0.317484109350602,0.674735702315869
792.5508,541.990795657299,0.0150570847728977,0.412901526540466,0.0364665272590656,0.970910368325669,0.992506506052013
931.8915,711.745399881901,-0.609270774781192,0.487252849333138,-1.25042013733742,0.211146112230801,0.5676069813106
9.5065,12.5181523096873,-0.296892473802285,0.945163740644516,-0.314117502645447,0.753431796652515,
399.8012,540.560546265291,0.295628304697075,0.306230385608756,0.965378742901019,0.334355144574896,0.686241509591757
634.5191,727.656194367399,0.0790367268853341,0.250938973001855,0.314963937007703,0.752789035403968,0.917992151106866
665.3149,653.727608016007,0.0669777197468606,0.249585088531977,0.268356255338866,0.788425108083536,0.930669842679342
262.6534,301.9865513807,0.340861288625957,0.334638484205457,1.01859560305885,0.308394992586989,0.665645591634726
2373.4036,1789.79607729845,-0.827449405632684,0.237280184600747,-3.48722505853141,0.000488060458397844,0.0124532018308687
3021.5197,2408.67361613388,-0.288761062362326,0.188412976091162,-1.5325964716072,0.125375311403012,0.444988922698477
4634.1261,5992.90051783955,-0.556226073369631,0.219634936803508,-2.53250271320563,0.0113251493336864,0.114458436427488
126.9009,117.706579214387,-1.24469319187669,0.350870191423248,-3.54744638416787,0.000388984915975455,0.010518651948331
622.4893,633.647739704365,-0.153339292557667,0.27711576356771,-0.553340201883536,0.580030477535701,0.840003414909172
2056.0371,2289.8199371802,-0.00949245688240068,0.20818438606732,-0.0455963920336039,0.963631944923273,0.990534441871187
490.2531,512.139080395094,-0.282926540783493,0.28022129562994,-1.00965395990862,0.312661107581663,0.669635884341352
2723.3212,2632.85157206077,-1.63931133756057,0.589537726260523,-2.78067249056108,0.0054246432884676,0.0693315882447019
4052.5302,3808.79470426728,0.14050526040213,0.160799541580938,0.873791423910295,0.382231851706115,0.721040745786649
296.6162,229.30154519849,0.489404583911023,0.261247539377042,1.87333662578424,0.0610219152790199,0.306263464086802
211.378,550.923500201113,1.23335211679439,0.67400388703131,1.82988872991039,0.0672665790307726,0.322267893363819
1554.4652,1487.53801439313,-0.254858418530036,0.192715498372256,-1.32245938018821,0.186015226905188,0.534558909641675
174.8772,122.068506828648,-1.06478036283152,0.46231522494029,-2.30314795055483,0.0212705201842235,0.165495930056483
1443.2498,1777.84838507562,0.184486151637071,0.248539674562514,0.742280490878604,0.457917409467749,0.771605184586365
368.2991,426.488470508322,0.206082726814034,0.307118320228193,0.671020623780799,0.50220739129941,0.79801413388908
8699.5315,10596.6788912004,-0.00593864152186687,0.197669357660743,-0.0300433086450318,0.97603251344139,0.993445369649955
590.1831,957.502520364382,-0.308930189793443,0.336432338956168,-0.918253550630553,0.358486138939095,0.703978517707085
789.8528,650.391942286463,0.182621833205556,0.239377095768024,0.762904373200899,0.445520427929855,0.765093934080747
3216.9848,3728.98678747945,0.36852756130367,0.23355308016282,1.5779177951614,0.114584496271376,0.427217888496314
64.5049,46.6987073267274,0.0500387660927936,0.553224376650322,0.0904493153316376,0.927930169290799,0.978938037847298
814.4003,846.600834708313,1.11785336255854,0.253684929061467,4.40646342963355,1.05072038187302e-05,0.000629326207669209
2475.9897,2282.22053670829,-0.162391160476453,0.155626931486085,-1.04346438579606,0.296733267048578,0.655237665270822
563.5287,523.90639317193,-0.220468695767777,0.25643744640154,-0.859736746179257,0.389934174043346,0.726264622623953
5061.6858,4984.98033463642,-0.424174449605558,0.143101341314781,-2.96415425395978,0.00303516100991385,0.0461766474502935
2758.7187,3424.21609659554,0.3367944720097,0.274485996704693,1.2270005612419,0.219822379973813,0.577642861168873
3403.5608,2951.8397768104,-0.447540454227128,0.171755296328832,-2.60568648416114,0.00916903455747943,0.0991231284966269
190.7434,125.016902866489,-0.780523470382667,0.332402584400242,-2.34812696113953,0.018868088641661,0.155593368653697
1654.8659,2536.33135718162,-0.541987591450583,0.209973523533098,-2.58121872858484,0.00984521819447423,0.103532471975639
1572.0779,1628.38075374175,-0.0712723868952407,0.160463399759132,-0.444166002977788,0.656922569778043,0.879252872308339
3450.0233,4416.62473438618,0.065272799689336,0.195456838459071,0.333949941091492,0.738417333365428,0.912788915866376
431.549,439.243450990143,-0.292413073948853,0.337102335881335,-0.8674311709658,0.385705808988929,0.723357301630523
427.867,672.378842593029,0.604858281032595,0.260583851023012,2.32116563884528,0.0202779059052988,0.160847515707923
461.8529,467.754235193301,0.189558217036324,0.273449153704908,0.693211935264886,0.488176559159759,0.789408946877697
7121.6692,11146.3186628637,-0.866388511808489,0.430856477409759,-2.01085177369754,0.0443411155848859,0.257563509969209
312.6624,357.320972432646,1.13974170300605,0.276686857339371,4.11924770827875,3.80111353590714e-05,0.00176249386901037
11734.6355,9338.20960099129,-0.827727306426381,0.202597235794226,-4.08558045316613,4.39667621418653e-05,0.00198024440570354
4485.1851,10616.2978559432,1.71278193210069,0.505613005139359,3.38753535745903,0.000705236265047149,0.0167199764504928
15.6491,23.9091576200968,-0.303931643357152,0.700819664355591,-0.433680244455782,0.664520654457543,0.882604135978832
10.3798,19.0089573107283,1.66682335314067,0.768486675859628,2.16896844864118,0.0300850793761969,0.204033494219977
379.7291,367.456894383232,0.177499849111616,0.247312562119825,0.717714650603213,0.472933248005854,0.781840049499038
1237.2316,1021.45127187783,-0.130977084132495,0.187247819497713,-0.699485230235723,0.484248840126711,0.787100333361547
834.4077,1114.99754464907,0.0605945681252921,0.249899460974199,0.242475785618234,0.808411517385514,0.938107598900954
10.1242,12.1286925807225,0.684027758191187,0.960419412078346,0.712217755689623,0.476329943575527,
1485.4571,1235.84931877146,-0.520850173827297,0.190302876028106,-2.73695376916097,0.00620110069393054,0.0762628161710333
697.0057,719.99115275787,0.342566407780527,0.250425385329686,1.36793802804591,0.171331475096833,0.515277298820045
1582.5632,2086.05397836895,0.10459288501292,0.24156535602055,0.432979657083038,0.665029548738121,0.882604135978832
659.5659,352.088734587814,-0.714073864739468,0.271900920310503,-2.62622820078731,0.00863369136466139,0.0954402620090319
3095.6691,3908.65941794671,0.244079070152364,0.21281850623006,1.14688837205027,0.251427759047696,0.611551987310369
646.604,957.716687454833,-0.816737454961749,0.384813329442004,-2.1224250629417,0.0338020593773945,0.217900737753823
1999.2239,2005.74894557235,-0.174655303250191,0.164887746229827,-1.05923761615826,0.289491577821195,0.648675363665274
335.324,387.035390660567,0.106689193819242,0.273884841422995,0.389540338431761,0.696876476598613,0.896535066377554
2113.919,1131.30998183566,-0.374469026954704,0.401936183103627,-0.931662892509876,0.351510769248874,0.697969285136809
55.1273,73.715953395442,-0.781280351176447,0.467862771234925,-1.66989211198458,0.0949407112743572,0.388127800725958
382.5206,669.23516640341,0.157171484907864,0.360759198806571,0.43566868267754,0.663077130832451,0.882482973905343
685.7573,579.544297704579,-0.416409574346798,0.228569508921515,-1.82180718815729,0.0684842466953744,0.32596545563341
234.8024,528.269307914715,0.0335852508171567,1.11279608891371,0.030180956917221,0.975922735791482,0.993445369649955
109.4742,127.124444682279,-0.165647735818772,0.428536489220891,-0.386542896545241,0.69909463965511,0.897500066343411
1992.288,1439.66785893048,-0.33227359791438,0.200230322655949,-1.65945693692617,0.0970237512710898,0.391779807112426
1315.8679,1314.71794717673,0.0814884024973006,0.306883187592362,0.265535571161829,0.790596911197597,0.931751537844725
727.3791,909.305757696924,0.0436844332687596,0.263129256367975,0.166018913562652,0.868142065851739,0.958265345978374
943.6459,1290.04123614242,0.542579679133038,0.231331945988972,2.34545936495474,0.0190036499433927,0.156059773006354
518.525,1139.99712405531,1.2353506897225,0.46231944020481,2.67207169392494,0.00753845405088285,0.0867710119005868
474.9406,580.966398568215,0.171469529178455,0.210797334830708,0.813433098270252,0.415969789194702,0.745402420442361
1593.4303,1817.49833099557,0.776788012038247,0.257508367172337,3.01655445439714,0.00255665292209082,0.0416011612690202
828.9426,930.266621866323,0.169395357142369,0.357676580649112,0.47359924106563,0.635785716777274,0.86772643070796
9.0367,19.2839768612844,0.559166459924865,0.967171357646176,0.578146215253644,0.563165407455189,0.830373456444682
293.6656,354.848131587715,0.106107015904968,0.372436854198178,0.284899345241777,0.77572125762681,0.928587414663119
