GSM1333746,GSM1333747,GSM1333748,GSM1333749,GSM1333750,GSM1333751,GSM1333752,GSM1333753,GSM1333754,GSM1333755,GSM1333756,GSM1333757,GSM1333758,GSM1333759,GSM1333760,GSM1333761,GSM1333762,GSM1333763,GSM1333764,GSM1333765,GSM1333766,GSM1333767,GSM1333768,GSM1333769,GSM1333770,GSM1333771,GSM1333772,GSM1333773,GSM1333774,GSM1333775,GSM1333776,GSM1333777,GSM1333778,GSM1333779,GSM1333780,GSM1333781
52.6566,58.6062,57.1922,15.0725,22.1779,8.9338,35.4258,28.1639,12.6464,14.0814,20.0672,11.4813,19.2686,34.1972,16.4772,26.1277,11.4058,50.7897,86.431,62.0183,56.4824,31.151,21.045,15.2474,13.8818,49.8588,12.6086,26.2051,31.8222,17.0897,21.1173,14.6728,92.3057,64.6287,46.4556,42.4526
22.8503,40.0305,48.1385,10.1501,4.043,15.2565,26.9739,26.1024,5.9845,6.0154,10.259,1.9825,4.0194,19.8297,10.1547,10.3564,9.8486,19.9137,63.9851,35.6022,16.5151,17.1571,6.9905,6.7886,6.0071,30.1632,12.7031,26.0942,28.5263,11.3872,20.8043,9.1275,65.1452,19.0437,30.3476,13.0976
8.5264,7.3335,9.5337,12.6549,13.9364,1.61,16.1894,9.0287,12.648,6.6485,3.9719,5.5245,8.0471,0.7969,5.9901,9.3528,8.3203,16.4246,21.6907,6.5539,0,3.8277,6.829,8.3551,3.81,15.1334,0.3708,9.2751,13.1679,0.7897,10.1002,3.6369,14.0164,20.751,8.866,0
5.892,6.3599,5.1819,0,1.7456,0,12.5995,1.4434,6.7183,6.0896,1.5766,5.0967,4.7624,2.2783,1.7199,2.0886,0,0,11.4014,12.4432,2.2548,0.8939,2.0951,1.0333,1.5657,3.0952,1.0554,2.763,4.1497,0,4.1324,4.7367,7.696,8.6867,1.7431,9.9028
22.6181,28.9878,33.0113,7.3485,16.9144,23.2661,45.6304,18.3505,0,16.9882,14.4631,38.2855,13.2772,18.8931,27.4274,28.3432,8.3591,15.7886,25.4945,16.4276,9.4492,15.8174,5.3066,22.2064,8.401,21.142,8.293,14.4514,22.0234,14.0084,29.1374,17.7872,31.2253,40.3629,22.6463,32.5565
0.8033,3.1505,1.5694,0,0,0.7694,0.7736,8.4058,0.8097,0,8.6136,0.7786,0,0.8078,8.41,0.8039,0,0,6.6667,8.4998,8.3484,0,0.9474,0,0,3.1765,0.8087,2.403,2.3822,0.8009,8.4201,5.9165,3.185,3.2095,0.7986,1.5911
0,0.782,0,0.5081,0,0,0,0,0.154,0,0,0,0.7608,0,0,0.1288,0,0,1.5195,0,0,1.0188,0.2394,0,0,0,0,0,0,0,0,0,0,0,0,0.1113
0,0.9756,0.9717,0.9879,0,0,0,0,0,0,0,0.965,0,0,0.9853,0,0.984,0,0,0.9759,0,0,0.9975,0,0,0,0,0,0,0.9902,0.9866,0,1.9705,0,0,0
1.0502,0,0.9409,0,4.182,1.0106,0,0,0,0,0.8359,1.0259,0,1.0574,0,0,0,1.0483,1.6293,0.9463,0,0,0,0,1.0475,0,2.0715,0,0,0,0,0,2.0871,1.0517,0,0
26.555,33.0474,34.3013,12.8347,18.6148,20.8204,37.5282,16.1151,8.9565,15.6894,8.8992,22.8808,17.9372,27.7734,18.5028,19.7519,10.9559,17.8318,69.3738,43.3712,22.5711,14.775,10.8867,14.6637,27.7827,40.012,6.4029,24.601,22.4498,10.8143,21.4806,31.1547,46.7279,25.5062,43.5528,18.5734
4.9045,17.3641,6.7266,6.9886,6.833,9.4217,16.1012,3.3549,9.7666,6.5764,10.8378,18.5399,3.9726,11.6422,3.8974,9.84,3.8925,12.7153,18.4,15.4366,15.3529,10.7953,10.8565,5.8428,3.9104,20.9926,3.8621,6.863,9.8298,4.8988,6.8306,12.6686,30.3602,18.5559,18.1808,11.6867
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9985,0,0,0,0,0.9933,0,0,0,0,0,0,0.9896,0,0,0,0,0,0.6746,0,0,1.3981
2.9758,1.9539,3.8913,0,0.9873,0.9537,0,1.9197,0,0,0,0.9669,0,1.9983,1.9725,1.9905,0.985,1.9793,0.9978,1.9556,1.9787,2.9776,0.9973,0,0,2.951,0,0,0.9843,0,2.9625,0,5.9137,0.9933,0.9829,0.9853
0,0,0,0,1.6877,0,0,0,0,0,0,0,1.6773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7492,0
0.9286,0,1.2173,0,2.2899,0,0,0,1.1371,0,0,0,0,0,0,0,0,0,1.3758,1.7114,2.5157,0,0,0.9788,0,0,0,2.4781,0,0,0,0,0,0.866,0,0
13.4624,29.289,27.3115,0.9579,5.8391,9.3352,27.067,21.3946,3.3382,5.8427,3.6902,6.5437,8.765,7.1602,3.8198,8.3785,3.8151,14.735,16.4639,17.3264,7.666,5.7723,4.8386,1.9087,1.9165,23.6139,9.4629,6.7277,8.5768,14.6219,13.8519,9.5511,35.7386,26.9567,29.8113,3.8185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1543,0,0.9593,0,0,0,0.9576
16.5243,18.7005,33.1504,15.0703,6.6831,24.3082,31.5528,37.6192,7.7668,7.1493,9.6846,9.1249,2.791,14.7566,10.581,18.9605,11.5699,10.521,50.6209,21.0244,15.794,7.5618,2.7175,3.5245,5.009,19.4995,9.6794,23.1984,12.3788,7.5157,21.9439,11.3077,28.483,39.7372,14.9627,9.2182
36.7304,32.2126,40.8408,9.889,22.7211,17.1616,21.0861,13.4447,16.8024,7.909,24.9284,30.8899,28.1461,38.0136,27.6078,19.9164,5.9086,17.8167,40.9858,51.7384,22.7551,22.8434,24.9727,9.854,14.84,31.4832,10.7475,39.6885,34.4384,8.9247,25.6743,17.7506,73.9732,75.5369,49.1914,22.6681
89.9376,139.9347,153.7043,16.4593,33.8694,93.1617,130.1144,86.1097,12.3201,28.4049,29.0915,66.5452,33.6984,78.866,37.0145,46.3791,16.7247,54.4115,86.4794,114.04,48.709,26.8043,21.1151,21.1585,24.7226,140.5326,22.6853,71.9139,75.1097,14.5436,46.4982,52.9299,205.1188,150.1201,105.2779,67.7717
596.7584,380.646,627.7432,57.1918,129.5713,262.5051,661.9749,347.7484,141.6854,141.9069,72.2802,168.1426,105.43,281.3072,164.5129,199.3672,187.5734,255.4698,1318.8535,600.6535,372.1808,180.9242,231.2959,155.4984,126.1494,436.2397,122.3743,347.1642,414.9214,142.7647,384.1808,217.6279,879.3119,438.5845,534.376,223.4089
54.5802,30.8556,49.3898,8.3051,18.9198,18.4507,32.3764,39.2001,5.9331,8.3191,4.7574,13.19,8.2983,36.8851,13.0914,17.8712,11.5407,17.8276,47.97,48.911,24.0377,35.6864,17.7647,8.8995,10.7029,50.9132,20.0719,21.4242,33.3189,8.2133,24.9974,28.6015,68.4927,69.0742,30.5331,34.3626
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.1743,36.1398,28.0614,5.8889,6.0445,16.7212,36.7907,13.5551,0.864,2.7962,7.4546,8.4453,13.172,12.2382,12.9317,8.7043,7.7497,16.7989,6.9868,25.1576,16.8118,5.6009,8.3945,5.602,5.1892,41.747,8.3181,8.673,22.3853,2.7769,6.0434,22.0409,41.3806,26.0626,27.6807,10.3394
13.4679,8.3994,14.9937,3.3645,10.178,5.1765,15.6555,6.5379,1.6823,6.7397,1.6876,8.3679,10.1092,13.5154,1.4444,5.0718,1.6848,3.3732,13.4469,8.4438,10.1222,6.7478,2.4274,1.6869,5.3373,23.4979,5.0192,11.8096,6.7423,5.0015,8.6741,1.9712,25.1204,11.8213,10.5428,3.3594
16.7799,26.1576,19.9976,2.9941,3.0814,10.7679,15.1427,19.0019,6.5971,9.3034,4.7839,1.0667,7.6512,6.1052,6.4859,7.9004,8.7263,5.7138,6.4227,12.8275,4.9901,4.4769,9.2654,3.08,9.9353,20.3956,3.6947,6.7985,16.4953,9.3499,6.9457,22.718,35.5823,8.0854,24.7242,11.676
1.1731,3.9714,4.2738,0,0,1.1257,1.132,11.2404,0,0.5505,2.2241,2.1436,1.189,4.7299,1.1642,1.1766,15.9193,1.1691,0.5581,3.4544,12.6395,1.1069,2.5553,2.0043,0,3.6834,1.1536,2.0171,4.0022,0,2.3324,3.4932,18.7518,4.287,17.1242,16.6645
12.3781,9.7511,17.5122,4.9457,6.9501,1.9277,25.8729,7.6847,3.0521,0.9886,1.996,0,20.2271,10.0136,3.942,5.0778,1.0409,6.1323,13.0394,18.5125,10.9086,6.5143,1.0004,0.9846,8.9048,9.2426,2.9295,5.9554,11.3283,4.9851,9.6336,10.8422,22.696,16.9262,13.4694,2.9569
33.0908,44.4109,55.3383,9.1718,25.572,8.3245,45.4438,26.5764,15.639,7.833,13.7788,2.8963,8.6933,27.6905,20.1965,23.1155,13.0105,36.3668,48.1563,85.0918,21.3229,24.6244,18.9779,3.6478,6.0061,42.933,11.8709,31.1893,20.0423,14.9459,33.3249,16.0373,135.46,66.101,38.6753,17.2329
0.9916,3.9089,9.7295,2.9646,0.9871,7.6302,1.9168,2.879,0.9878,0,1.9912,0.9675,0,0,0,1.99,0,0.9895,0.9971,0.9784,0.9893,0,1.9932,0.9861,0,1.9672,0.9774,1.9828,1.9687,0,1.9749,0.9865,3.9413,4.965,0.9825,0.9852
38.4907,75.2437,34.3737,27.9105,54.6394,5.6209,61.9814,22.5919,31.7754,34.7154,38.0595,34.209,63.9358,45.4441,32.9492,23.1771,17.3751,27.8535,63.2917,68.4604,31.8054,47.4802,35.4355,38.591,16.2516,29.9851,25.8851,53.3341,43.8269,15.6143,45.5566,55.1616,48.8527,107.7142,32.7964,35.6058
1.9849,9.8478,10.4796,0,1.9754,2.1378,7.802,0.9602,0,1.0655,1.0461,0,0,1.9999,2.0177,1.9913,0,4.0143,1.0113,1.9537,1.9788,0,1.0281,0.9856,0,5.047,0,4.0293,2.9523,0,0.9875,1.983,14.925,1.9874,1.967,0
10.7087,15.2656,8.3867,0.9704,1.9384,2.8111,7.531,11.1726,1.9399,5.8239,3.9089,1.9028,4.9152,8.821,4.845,2.9308,2.9029,5.8311,8.8031,10.5833,8.7459,4.871,4.889,6.7829,1.9422,7.3119,2.8808,3.8936,6.7697,3.8823,4.8497,6.784,19.805,9.7494,10.608,5.8049
4.9645,8.7837,9.7232,3.9561,1.976,4.7669,6.7094,1.9209,0.9885,2.966,0.9974,0,1.0057,4.0026,0,0.996,0,4.9494,2.0002,3.9033,1.9787,0,0.9993,2.9559,0.9894,12.7908,0.977,1.9847,0.9839,0,2.9625,3.9444,9.8649,9.9407,2.9522,0.9857
1.5881,33.7152,3.9702,1.5813,0.7899,0,1.7812,0,0.7902,3.1604,3.1918,0.804,0.8056,24.3396,23.3088,3.1852,0.7906,0.791,8.0087,16.6568,3.1618,3.1808,1.8571,13.9394,0.7908,3.9313,0,0,3.1431,3.9713,0.7889,3.1503,48.4428,24.7335,3.1487,0.7878
164.8995,267.972,238.9148,40.6027,61.2864,153.7749,264.0871,155.3553,62.1676,83.2114,77.3932,58.7136,106.4359,165.6616,93.6483,135.1014,110.4676,159.4136,270.4295,247.8253,143.0484,181.2732,96.1375,41.8128,82.3398,221.3746,84.1672,199.4718,290.5315,51.8126,87.1458,290.3542,357.1403,308.144,204.1441,117.9197
71.5691,118.8294,120.8838,17.4409,15.2642,55.866,109.64,88.2042,12.2188,25.4672,12.3204,7.9695,20.6827,51.4954,19.3109,41.0306,22.3307,41.817,112.1211,88.6528,39.7645,46.035,34.9533,10.1599,23.4444,122.9233,28.1286,122.7602,73.0303,23.4717,28.495,67.09,229.5876,101.3511,184.3803,44.7639
0,0,0,0,0,0,0,0,0,0,0,0,1.0118,1.0015,0,0,0,0.9976,1.003,0,1.103,0,0,0,0,0,0,0.9934,0,0,0,0.9875,1.109,0,0,0
13.4459,20.1837,29.6173,12.4808,5.3809,5.8784,32.3317,14.8145,10.5789,14.0447,10.4534,24.7122,6.5211,31.979,4.3362,25.0341,1.2673,4.1904,15.3302,32.0173,24.6632,8.3648,7.1804,20.9066,11.2327,23.3093,14.008,17.3316,17.4976,4.5054,23.0216,8.4299,40.1994,25.5305,31.9432,16.3281
23.0052,26.8068,53.9639,2.6899,8.3891,14.0287,26.8825,20.398,12.5971,11.9885,7.829,7.8909,4.9767,12.8063,13.5168,6.8411,7.9163,10.6279,47.1099,30.5718,18.1385,6.5701,5.8932,4.9222,6.4835,44.3104,12.9112,20.4938,22.5825,11.5874,26.0652,12.937,73.9746,45.7679,34.8539,15.324
0,3.7954,5.9351,1.8356,0.7969,0.9788,1.9309,2.6622,0,1.6267,1.4529,0,4.4912,2.011,3.6675,5.9037,1.4101,4.9081,2.7839,1.9396,2.0452,3.2705,1.2268,0,0,2.0833,1.0735,7.0921,1.2103,0,2.6944,4.3114,13.2263,15.8433,2.9685,6.9817
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9479,0,3.8264,0,0,2.6264,2.5306,2.5236,0,0,0.9776,0.9522,2.9498,0,0,1.8257,0,0,0,0.963,2.917,0,0,0,0.9716,5.4156,0.9609,0,0.9677,0,0,1.9395,0,8.5228,2.8943,0
0.9934,1.9506,0.9719,3.0146,0.9884,0,2.8753,0,0.9887,0,0,0.9637,4.0438,0,0,0,0,0,2.0028,0,0,3.9752,2.001,0,0.9896,0,0,2.9782,0,0,0,0,5.9216,0.9945,0,1.9716
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.5101,14.9755,17.3998,5.2054,0.8652,9.7478,36.7397,14.72,2.5812,0.8603,4.3438,3.3518,0,5.2304,5.145,3.4682,2.6544,6.8908,8.4939,22.4772,5.0566,7.6109,7.6495,1.8833,3.4685,21.4036,2.4974,9.5029,9.135,7.5936,5.047,5.1458,23.2408,15.2329,17.5874,2.5771
11.8222,21.343,28.6124,2.0834,5.0265,10.8488,18.3701,2.9107,4.7638,6.6571,2.0643,7.4263,0.6421,9.8855,1.7229,24.2399,3.0166,10.7312,8.0715,21.425,9.3229,5.903,2.5213,1.4297,12.5863,9.1987,3.1313,13.7543,8.149,3.3148,11.0709,14.2898,53.0112,55.5969,14.8145,15.5033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5607,5.9975,9.1756,3.0332,7.0702,0.9746,8.1413,1.9637,2.021,2.0214,1.0197,0.9863,3.0848,1.023,4.0314,2.0363,1.0066,4.0476,13.2924,3.9896,0,10.3142,4.0867,1.0072,5.0573,5.1824,1.9974,13.1882,6.0345,4.057,3.0283,6.0481,15.1273,10.1624,7.4316,1.0076
62.7133,58.2609,120.4828,7.1087,8.0753,37.905,61.6106,33.6472,6.9265,9.2411,1.1635,109.8016,7.0259,11.6698,9.2232,10.4654,8.0593,28.9138,74.5584,95.1562,16.1888,6.9577,3.4934,8.069,8.0903,31.0392,7.9975,17.3795,17.2592,8.0913,6.925,23.0613,75.9998,82.927,85.1874,14.9682
0,0,1.7299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6881,0,0,0,1.0255,0,0,0,0,0,0,0,0,0,0,0.827,0,0
11.8549,17.8304,12.9279,8.0741,9.5288,5.7722,19.7161,11.5318,0.4317,0.8633,0.8718,5.9326,4.6779,18.959,1.2908,7.0026,0.4298,5.9357,37.5686,37.9069,12.4236,14.0436,11.8238,2.7602,1.2775,25.7629,5.9071,12.9485,10.1296,5.8539,3.1087,9.0875,29.5127,44.0588,11.7346,4.6612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.5709,36.4962,72.2198,7.4272,8.9547,38.5449,62.0732,37.8009,3.8654,14.8264,3.9183,26.1222,3.948,25.4043,16.3267,12.9741,9.1349,15.5272,43.2462,65.0485,17.9281,6.8455,14.1459,3.7141,9.8453,90.3045,11.814,25.052,28.4708,11.0309,7.6965,19.9346,67.6184,46.3456,54.5514,24.0318
0,0,3.7806,0.001,1.2777,1.2356,0,1.2423,0.4768,2.27,0,0,0,2.0527,0,3.8238,1.276,0.7532,6.1314,10.6371,2.2092,2.0344,0,2.0736,0,0.7486,0,19.1061,1.2753,0,0,2.2751,0.7503,4.5367,0.7483,1.4651
14.0786,19.2577,40.6678,2.695,9.1325,3.5816,13.4845,13.3262,0.8979,4.6168,6.3395,13.3991,9.1926,23.0822,7.1769,9.2488,2.4022,19.3585,6.9766,27.8402,13.8449,15.5104,6.4094,7.6819,4.6193,10.6296,1.8804,5.4079,11.6229,4.5024,4.6251,16.3435,23.4259,23.0976,16.3665,3.5815
0,0,0.9723,0.988,0,0,0,0,0.9876,0,0,5.7972,0,0,0.9858,0,0,0,1.9953,0.9771,0,0.9922,0,0.9854,0,0,0,1.9825,0.9838,0,0,0.9859,2.9558,1.9858,0.9826,0
3.1012,1.5249,0.7595,3.4144,0,0,0.7486,0,1.5439,4.192,0,0,2.2812,1.5625,0,0.7777,0,0,0,0,0,0,0,0.7697,0,2.8258,0,1.5498,1.537,0,0,5.6715,1.5406,1.5525,0.7684,0.7698
26.7538,36.1898,55.5933,0,34.9281,15.2982,38.9278,29.0293,4.4489,4.4566,4.4701,0,2.7155,13.473,2.8698,4.3733,4.9587,10.8022,69.5913,15.0139,10.1526,5.8386,9.2348,8.926,11.794,31.5624,9.1491,13.3571,12.7062,4.4281,23.6571,17.8328,35.7268,26.7646,44.1294,12.4115
10.3842,4.1164,6.0937,2.0681,3.0992,0,2.2822,1.5255,2.2499,1.9329,0,12.4984,1.0533,8.396,1.03,2.0829,1.0288,1.0346,4.679,4.072,4.219,0,0,0,2.0686,8.2269,0,3.1129,2.0556,0,5.3375,1.5647,3.0949,8.8407,1.5641,1.5652
0,0,0,0,0,0,1.9178,0,0,0,0.9972,0,0,0,0,0,0,0.9902,0.9994,1.9545,0,0,0,0,0,1.9684,0,0.9924,0,0.9914,0.9879,0,0,0,0,0.9859
0,0,0,0,0.6891,0,5.6727,0,0,0,0,0,0,3.458,0.514,2.996,0,0,1.7124,1.8421,0,0,0,0,0.6191,0,0,0,1.7323,0,0,0,3.4352,0,0.6146,0
76.8179,29.7799,49.4175,17.0024,31.0601,22.0446,24.8635,22.0313,9.9197,24.1276,12.4632,4.2439,18.3881,57.2419,19.8989,27.0234,21.302,36.8756,29.6715,78.6007,44.9595,14.2039,19.7897,14.1909,28.4003,23.112,21.2851,11.7812,34.1897,16.8027,51.1782,67.6651,67.6319,36.4184,32.247,33.2036
38.1966,50.3441,49.6921,22.5855,20.9073,20.651,44.7092,27.4033,19.9679,17.1209,9.5907,13.0103,10.235,19.2425,27.9521,24.9069,12.3184,19.9987,80.744,46.6973,21.6633,27.7069,18.2511,11.3244,9.5181,34.1286,9.4018,20.8637,35.0329,10.3027,16.9589,21.9031,62.6192,92.8679,35.013,16.3214
240.5703,159.2609,233.8533,30.136,46.1825,88.5083,127.1013,110.4427,17.8001,35.437,10.8835,127.4074,43.5659,92.8874,32.743,59.4431,43.6383,117.0943,197.5075,226.5572,109.3866,40.9447,40.3213,34.6122,26.7597,261.3347,63.807,70.4201,132.3089,42.6228,83.6911,97.9373,277.5274,114.1712,162.1829,69.0303
56.458,60.2673,70.905,5.1748,15.687,14.6393,58.7093,43.8972,7.5293,22.6228,30.1813,17.9039,22.5531,67.9247,22.6564,45.3486,15.091,14.2218,41.9343,109.7996,56.562,56.6047,45.0733,15.0814,18.8623,86.4042,18.7332,22.654,94.4066,11.1626,67.9781,45.379,104.9028,75.5683,85.6809,45.1143
0,1.3769,5.7275,0,0,1.42,2.4126,1.2847,0,0,0,0,0,0,0,0,0,0,0,1.2771,1.2287,0,0,0,0,2.8962,0,1.1325,0,1.1864,1.1356,2.8749,0,1.1913,0,2.7455
1.5387,2.7088,1.4299,0,0.844,2.8068,3.3112,1.6416,2.5352,0,0,0,0,0,1.6698,0,0,3.3906,5.0808,0.8462,0,3.3319,1.3498,0,0,5.9771,1.6789,4.3373,2.5363,0,3.053,2.541,3.8233,2.5458,1.3605,2.8799
12.1948,7.8035,29.6029,0,2.3721,2.5466,21.86,11.116,9.1951,15.3821,7.1132,7.7616,8.7223,12.0484,2.6336,13.4118,6.6906,13.373,9.3438,17.1559,25.5554,5.5654,11.9827,2.3637,8.7112,13.3258,8.5955,12.1856,5.8571,4.2357,7.8996,10.2533,36.8534,12.1743,26.4382,3.5272
28.3846,36.3466,26.9785,10.0995,12.8414,9.901,21.3495,19.7425,19.2701,22.0243,5.5573,3.579,20.1008,16.7276,24.3142,21.2668,14.6211,13.4169,36.2358,44.8767,17.0527,18.9632,15.7808,8.2274,17.8465,23.7441,9.9724,28.0468,22.8246,6.451,22.9116,32.5533,56.7856,48.4884,31.9828,26.5325
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0124,0,0,0,0,0,0,0.9944,0.9992,0,0,0,0,0,0,0,0,0,0,0,0.9847,0
161.8045,225.7278,241.7295,15.8759,21.1364,66.6462,171.3206,171.6396,13.7558,26.4991,20.2012,36.6465,21.2989,61.8137,24.3847,45.7978,32.8107,104.0085,222.7621,145.0597,58.4121,54.1502,37.1456,15.922,20.1392,176.3434,35.7286,181.7579,89.9609,27.3844,63.607,64.6802,317.2956,237.526,199.4614,64.4215
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.4965,30.1419,51.0667,3.1252,12.1998,19.8733,35.9984,41.7639,4.2257,8.7811,2.9744,12.6228,22.7185,27.1128,12.2572,10.7079,12.0007,15.7705,33.6317,36.6844,9.2881,11.8661,5.7061,5.7213,4.2352,41.2685,6.1828,20.9558,19.279,8.3411,15.7905,13.2053,51.0641,22.2152,49.6339,12.0216
11.4306,12.6684,13.9629,5.9349,10.1567,9.297,13.4956,10.5665,5.9314,6.9192,6.9881,10.5872,16.1275,7.0121,4.2204,8.1766,4.958,6.9275,30.2438,9.8715,4.9864,7.9498,3.0028,5.5401,3.9574,12.8097,4.8807,13.8967,21.6267,0.9937,25.662,16.6042,22.6987,25.9652,15.7979,5.9133
12.0263,7.124,15.3649,0,0.8966,5.6414,15.6892,6.1028,1.4544,2.9137,0,1.7668,0.907,3.6227,1.4578,0.9037,0,3.5984,3.6115,6.2533,4.4335,2.7032,1.8058,3.5922,4.2608,8.0479,7.1235,7.2035,3.5838,0.8961,4.4906,0.8978,18.788,15.3298,9.8061,5.7049
6.0281,7.8071,5.8294,0,1.0207,2.9132,5.4725,4.8165,4.2614,1.0531,0,2.1342,2.0131,0,2.9559,1.0318,2.1917,1.979,8.3295,2.0013,3.0281,3.132,0,2.0494,2.9673,1.9786,4.0466,2.1699,7.0106,0,2.0125,5.954,10.0583,6.0018,8.3242,2.0414
6.6681,10.5141,12.8558,1.5375,3.6775,1.4828,13.1816,13.0817,0,4.6117,10.3164,3.6898,2.3424,6.6489,2.3002,3.634,9.2547,3.8477,17.8615,9.8441,3.8462,13.4363,2.3282,3.2744,3.0765,13.4338,6.7151,3.8563,6.8865,2.3112,1.5356,4.6011,33.8815,14.5367,6.8814,3.0648
39.2664,86.2836,125.2482,1.9779,8.8918,31.2277,80.3654,82.5514,10.8727,15.8172,11.9694,11.5744,12.0716,26.019,24.644,19.9186,8.861,27.7135,80.8886,43.5989,29.3424,15.5094,18.7795,7.8804,4.7339,73.33,16.6056,33.4984,31.4785,15.8753,39.1367,23.5418,132.6871,77.2141,99.3101,29.5669
4.022,6.8619,10.75,1.0165,0,2.8653,9.5898,2.882,0.9886,2.004,0,2.9314,2.0286,9.12,0,2.0786,0.9839,2.9939,18.1936,17.3194,5.0055,6.9895,2.025,0,2.983,2.9814,1.9647,5.9937,1.9759,3.9857,4.0161,8.7058,30.1465,9.2056,7.9448,1.9761
6.5663,4.3118,8.587,2.181,2.74,3.1391,19.0193,4.2361,0,2.1811,6.5934,0,6.6395,9.7173,9.7516,6.5882,0,0,6.6046,4.6961,8.7326,8.7604,4.4007,0.5305,0.5411,3.8345,2.1567,8.7525,9.6712,2.1842,8.7162,12.9445,6.5245,4.3834,9.605,2.1742
20.3365,21.4538,48.2526,5.9343,7.8525,14.2938,35.4541,31.6549,5.9309,4.9426,4.2025,11.5636,7.0479,11.4358,14.5724,6.0529,8.8589,16.888,52.4746,25.4996,5.0122,8.3332,3.1435,7.1935,3.9574,37.3819,10.7416,13.3637,18.6847,17.7592,14.1704,16.2282,51.1965,20.3555,29.2956,16.6739
0,0.6927,0,0,0,4.0286,21.4118,12.022,0,0.7023,0,0.6843,1.4314,0,0.7,0,0,0.7031,1.423,0,0,0,0,0,0,0.6989,0,0.7052,0,0,0.7013,0,0,8.6531,0,0
77.7382,60.7807,32.4996,3.5209,19.4846,24.3908,87.7961,25.7186,19.497,31.69,11.5053,15.7588,44.5342,76.7143,30.8632,30.7484,9.8072,30.6589,22.4062,28.111,39.0278,19.1864,18.3969,14.6347,30.3343,35.7832,13.7937,52.7629,33.6209,6.9282,29.4197,13.1302,64.8612,38.4597,51.4514,30.7887
24.8019,26.4415,35.3692,6.5438,8.2388,10.6606,42.78,14.766,16.4988,5.5095,3.6432,0.7067,0.7361,14.6298,23.1103,16.606,5.5021,6.5225,55.1074,27.5348,24.8429,11.0361,5.5139,3.2186,3.0337,35.6441,10.926,11.3065,22.0085,4.3564,6.5927,6.4367,38.1979,19.6489,24.3756,13.723
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.8807,2.0515,4.7539,0,1.069,2.7982,2.0612,2.5988,0.515,0.987,1.0134,0.3055,0,0.6448,0,0.9408,0.6614,1.536,6.178,3.0874,2.1575,1.4324,1.1836,1.4281,1.3461,5.514,0,2.5131,1.4863,1.5595,0.7701,1.6474,5.5255,2.4627,4.6966,1.3013
2.106,1.1261,1.2771,0.3235,0.8072,0.3353,1.7297,0.9424,0.1729,1.1339,0.1735,0.1602,0.4876,0.4882,0.9723,0.6954,0.4854,1.1349,2.753,2.4292,1.0407,0,0.6709,0,0,1.4512,0.3213,1.2135,1.7785,0.9645,1.6204,0.1733,2.8988,1.4613,0.9971,0.3451
0,0,0,0,0,0,0.9578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.5465,13.0617,5.0516,0,5.8902,12.4977,16.8428,6.5802,0,8.5065,4.0358,4.5072,15.464,14.3653,11.6804,2.7885,4.1146,46.3309,48.9058,16.4244,14.2271,9.1648,5.1145,0,2.7217,1.5789,20.2382,25.307,2.9918,12.5802,0,0,47.9999,46.057,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9831,0,0,0,0,0.9732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
