GSM1333746,GSM1333747,GSM1333748,GSM1333749,GSM1333750,GSM1333751,GSM1333752,GSM1333753,GSM1333754,GSM1333755,GSM1333756,GSM1333757,GSM1333758,GSM1333759,GSM1333760,GSM1333761,GSM1333762,GSM1333763,GSM1333764,GSM1333765,GSM1333766,GSM1333767,GSM1333768,GSM1333769,GSM1333770,GSM1333771,GSM1333772,GSM1333773,GSM1333774,GSM1333775,GSM1333776,GSM1333777,GSM1333778,GSM1333779,GSM1333780,GSM1333781
1.3103,8.1081,2.864,1.7273,14.8711,0.6297,7.6372,1.2679,6.0806,2.1201,2.5729,0,2.3856,1.7398,0.6512,3.9969,2.4988,0.6535,1.3185,14.2656,12.4194,0.6555,5.1987,1.2308,0.6532,8.4655,1.2906,4.9344,2.3766,4.0581,3.0339,3.7684,5.5925,1.968,2.9614,4.1932
6.9076,5.8987,3.0286,0.7397,2.7489,0.7133,6.1542,9.2491,5.3626,0,0,0.7225,2.7857,2.9923,2.7496,9.4475,5.8512,0.7404,4.4844,8.9155,1.1085,5.9729,3.442,1.4746,0.5543,2.9439,1.462,2.2264,2.7224,4.1561,0.7387,6.7418,15.0867,5.0508,8.394,1.4745
6.3643,8.5264,13.6182,0,3.8447,7.5117,16.7301,11.0741,5.4536,1.3167,1.8822,7.1162,1.4989,4.3571,7.6326,7.2728,3.0383,6.5276,13.9069,10.3059,10.5224,4.3731,3.531,6.472,1.7475,28.1831,2.1495,13.9573,11.1774,0,13.3127,6.2116,24.3247,20.6632,21.8473,2.1495
0,0.9759,0,0,1.298,0.9533,0.9584,1.0866,0,0,0,0,3.1059,2.1314,0,0,0,1.5387,1.2048,1.0114,1.1771,0,0,0,3.0035,1.4434,0,1.0366,0,0,0,2.0783,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.3563,82.1064,68.0147,10.7269,9.6346,37.0233,74.769,37.0804,7.8617,12.0557,36.5026,10.107,34.125,20.7433,17.0942,25.2086,7.6415,22.9554,56.001,31.6697,51.0027,17.905,25.5321,7.2141,22.9461,49.1766,6.3518,29.4228,86.1173,21.9402,21.4704,19.234,77.7703,99.6521,185.7337,12.1129
1.63,0.763,1.5581,0.8038,4.0205,0,2.5419,0.7806,6.1995,1.8945,2.6107,3.0999,3.4249,5.2202,2.3099,5.4262,0.8774,0,4.869,3.8501,0.7722,4.7439,0.7774,1.5724,2.612,0,1.7008,5.2284,3.4169,0,2.6154,2.6195,7.6683,3.0996,8.7232,2.6035
163.1584,119.5556,112.0767,19.6352,76.9101,65.3191,102.7336,72.8982,30.2234,84.706,48.0403,23.9435,96.3785,98.6622,78.5453,80.8313,30.7709,83.5767,289.181,191.4652,90.9859,100.673,44.495,69.5071,32.6829,167.2774,58.9984,101.9374,86.6389,75.3061,87.8042,61.0903,287.8788,145.3818,152.7326,114.015
34.3088,66.1459,43.1172,9.9869,12.6935,29.4196,22.1222,25.7335,7.8352,19.4267,11.127,11.5326,9.7138,19.2792,19.8474,14.3912,9.9965,18.6064,44.5599,31.349,22.7687,13.3527,19.1268,17.0917,17.4803,39.5288,22.5884,37.4411,27.2098,14.957,27.6079,28.1773,38.9969,58.055,31.7495,20.5254
7.0629,12.7396,15.2931,0,2.2769,6.6579,9.4911,9.9873,0,1.3647,12.6052,0.6725,0,4.5833,6.8733,6.4304,1.517,5.2583,18.8096,8.8593,9.6057,8.5544,6.013,1.512,8.0113,8.5815,0,12.0853,3.4354,4.0697,5.7282,4.2505,9.8647,3.1452,2.4074,6.4041
4.1801,3.2467,0,0,1.2242,0,0,0,0,0,0,1.0518,2.1929,4.2301,0,1.9003,1.629,1.2776,6.4038,0,2.7178,0.9086,3.0569,0,3.0355,1.0065,0.8951,0,0.9759,0,1.0106,4.0387,6.0478,1.0158,0,1.0559
4.2836,3.8096,6.69,13.0652,5.1892,1.8007,5.3082,2.4234,8.4225,5.6243,9.5782,5.3907,18.8083,10.925,16.9601,4.2016,5.7392,2.4959,31.9184,6.6917,10.4743,4.6497,4.6356,0.4346,2.8183,6.7678,0.2877,12.7549,2.4382,1.564,9.3664,12.2189,10.7577,5.9611,1.2336,5.6115
15.3887,33.6667,39.0503,13.4044,7.3394,26.0172,50.2638,31.4145,5.5394,4.8429,3.7029,2.6932,6.5543,10.692,20.9067,12.4254,4.5748,11.6278,40.6818,19.5316,14.1223,21.9086,16.2758,13.3673,5.5194,33.5,10.1267,32.5085,21.5847,10.2496,20.2336,10.0792,45.0438,34.9658,46.6018,16.8404
5.5908,11.8519,3.6462,3.7818,4.9667,10.1771,4.1525,3.0197,1.7094,3.6094,3.5376,2.0157,7.1167,6.7445,1.0208,1.9226,7.0063,5.4285,9.1372,8.8818,5.2945,10.5801,3.049,3.9399,3.1393,6.7516,0.9463,8.5658,9.6288,2.0195,5.2583,7.1906,14.0078,12.5819,6.982,3.0215
1.7885,2.813,12.3388,6.7176,2.7112,4.6069,1.3827,0,9.9218,5.3379,4.3027,22.8869,8.9058,7.4192,5.2657,2.664,9.5264,4.464,12.6783,16.5653,19.4906,8.8978,3.2306,3.5028,18.2185,10.5189,2.7966,10.7514,24.4425,10.9961,6.6591,5.3274,12.7103,12.1224,26.394,9.1089
60.4774,74.0176,63.6651,17.863,20.7335,28.2225,57.4735,36.7464,23.6814,24.0802,15.3677,29.7191,35.1238,49.2538,23.8042,37.5608,29.7124,32.4416,116.8283,76.7274,44.8725,20.6672,20.3139,26.6008,15.2523,72.4511,19.1303,48.0689,44.8574,18.004,36.5209,39.4824,87.6751,50.8717,71.3294,34.167
10.0701,12.7297,18.5389,0.7197,3.1718,3.1347,11.1675,10.9976,4.9307,4.8138,4.3471,10.5648,17.5869,8.9657,7.5356,14.7397,1.2331,6.3815,7.973,7.9998,5.7179,9.2938,1.5525,5.0413,2.1611,16.8573,6.3966,6.4721,6.7403,3.1358,7.8275,6.0435,18.3558,33.2457,7.6686,10.9875
19.238,41.653,70.2255,18.2087,19.1465,13.8654,37.8761,16.7521,10.5366,16.29,21.2525,5.6195,26.2792,35.5027,24.8541,16.405,13.3657,12.4722,103.5817,43.3382,34.5256,27.9102,20.7082,10.5105,9.5886,38.3181,15.1563,31.73,30.5273,9.6037,21.0591,18.1653,42.0521,39.488,30.5812,23.8808
37.7673,49.6857,57.6604,17.7801,12.0596,34.4211,47.7511,43.5247,6.2882,12.5998,19.169,6.8877,26.5285,13.9754,12.6772,13.0054,13.3292,33.5457,24.3209,27.7299,32.6498,3.4996,15.513,31.9289,17.4475,39.098,21.0832,25.3783,20.0038,13.509,6.9745,6.0994,38.5033,39.5927,49.623,16.3826
18.7616,11.585,18.0021,8.7893,22.4101,11.9057,5.099,5.2719,1.0865,13.0111,12.119,8.0221,20.1116,24.3161,8.357,1.6692,4.1323,15.2083,15.3304,13.2401,6.3923,9.2495,5.16,6.7292,5.2093,13.1008,2.1509,13.2057,1.8328,3.0145,17.2014,28.4325,13.1668,18.4372,20.7963,24.3219
20.6848,12.033,23.1901,7.8525,11.7654,7.5778,10.4706,10.4852,7.8488,8.8346,6.923,7.6852,16.9278,15.8726,9.7956,10.8712,11.739,23.9027,21.7922,23.3154,16.7039,10.8416,5.9404,6.8552,9.8219,17.2727,7.7658,20.6792,13.4216,15.7247,14.711,10.7768,32.2961,17.7538,26.781,7.8279
0,0,1.1531,0,0,0,0,0,3.7612,0,5.1928,1.1351,0,0,0,1.0369,1.2429,0,0,3.9645,0,2.5777,0,0.7976,0.7381,1.1883,0,2.9291,0,0,2.8589,0,1.1097,9.1766,1.1392,0.8743
9.0082,10.7004,6.9528,1.2959,0,3.813,5.1995,5.1588,1.3245,3.8961,5.5293,2.8019,7.6074,9.3254,5.5193,3.8733,3.3921,10.3231,38.2822,14.5406,10.3231,6.483,5.1038,7.7444,1.329,9.8889,2.5921,2.0494,4.2217,2.5658,10.6157,5.2402,5.7286,7.9639,8.761,5.9333
18.5487,43.9825,24.5599,0.5143,12.3224,12.1659,30.4506,7.9232,6.2187,12.4544,12.4012,12.6287,2.1219,6.1735,6.2459,4.128,3.1202,30.9859,42.9822,56.8578,24.7894,18.6664,6.1409,3.0469,18.7107,24.853,18.6244,6.2385,12.5391,12.1167,25.0177,31.3683,30.8737,18.7025,36.7334,12.4339
40.1283,49.3722,67.3975,4.2918,20.4464,22.4772,51.0355,26.8959,16.884,16.4685,11.6866,19.9228,26.2743,29.4762,17.0171,36.9089,20.6449,14.6805,46.635,62.2868,28.0687,44.9011,13.1035,9.2281,17.526,70.7471,18.6475,34.1979,29.8832,15.8145,13.2339,27.1268,88.9899,55.9873,51.1203,31.325
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9895,0,0,0,0,0,0,0,0,0,0,0,0.9867,0.9943,0,0
1.0372,2.0466,2.0381,0,0,0,2.9668,0,0,2.0689,1.041,0,1.0468,2.0881,1.2219,5.533,0,1.0357,0,0,0.8184,0.7416,0,0,0,0,1.0236,1.0372,1.0309,0,2.2127,0,2.5898,2.2265,1.6605,4.0181
4.7839,6.3222,6.1107,2.7548,0,14.5956,14.029,11.4444,4.5891,2.7545,4.8319,3.5899,2.7977,1.8571,0.916,5.4089,1.8296,1.8386,0.9275,12.3142,4.5948,1.8444,4.0463,1.8312,11.5597,28.503,3.7325,2.7639,12.376,3.5601,3.6428,11.9915,6.4104,12.2221,6.3478,5.4918
1.3508,0,2.7201,0,0.4086,0,1.2871,1.3277,0,5.2515,0.8222,1.4,2.5569,1.2952,0,0,0,2.7093,1.3377,4.1803,1.3547,1.3624,0,1.3549,0,0,1.3639,1.3679,1.3793,0,0,0,0,0.4108,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9825,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.0852,0,0,0,0,0,1.129,0,0,0,0,0,0,0,0,0,0,0,0.7761,0,0,0,0,0,0,0,0,0,0
0,0,1.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8268,0,0,0,0,0,0,0,0,0,0,0,0,0.7545,0,1.2243,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2178,6.2888,0.8948,4.5484,4.5436,6.8638,14.4393,2.6502,1.8184,1.8191,0.917,0,1.8482,3.6799,1.8146,3.664,1.8122,0.9106,9.1909,4.4937,7.7082,0,0.9185,2.7205,0.9101,2.7154,1.7981,10.0244,21.9704,1.8235,2.7256,2.7222,4.5548,7.3138,6.3339,2.7201
4.4381,1.5496,7.6111,1.7212,0.8595,3.3277,1.6708,1.9449,0,1.7224,1.7537,4.6086,0.8698,4.6207,3.5078,0,0,0.8623,0.8658,3.513,1.7529,4.5191,0,0,1.7229,5.5751,0.8526,0,2.576,3.4633,3.5077,3.4416,2.427,2.5933,1.7316,0.8583
3.8983,3.0088,0.7487,0.76,1.8001,0,0,2.7529,5.6623,1.7943,1.0487,3.0768,0.77,1.0516,1.0422,1.0492,0,0,6.2901,3.1115,1.0447,1.8092,0,1.8016,0,4.3462,1.0329,1.5248,2.8457,0,0,2.6676,5.0252,3.3282,3.2914,0
253.8715,129.9139,169.4828,51.5042,103.0861,59.7972,114.1644,101.8285,106.3229,151.611,140.8349,40.8922,165.7306,223.4322,183.2893,165.2675,128.4247,141.5874,283.569,244.4232,232.3821,144.8772,162.7789,72.8322,79.6071,212.6611,69.9916,166.9011,147.1543,100.1013,148.229,162.0266,269.2753,114.6055,156.1092,121.3283
10.8481,12.8122,10.2212,23.5284,3.9312,14.3915,0.5143,7.6401,9.9785,0.5703,6.0377,11.3414,1.6364,2.3084,1.0757,1.1116,5.6487,3.9775,6.4012,8.0029,7.9611,1.0664,5.9884,0.8963,0,13.6775,19.0642,2.178,5.0062,9.8039,5.0022,3.9896,12.0067,9.6557,15.4274,0.5383
2.6931,10.1831,2.8649,0.6457,3.0914,0.3945,0,3.0266,0.3227,7.4662,0.6506,7.5476,1.3099,7.3037,0.3222,0.4134,0,2.1315,1.6304,4.3962,4.0148,0.8276,2.6753,0.3221,2.3486,1.0438,1.5623,3.3629,8.2258,2.6641,2.0187,7.4035,4.107,1.8635,1.2293,0
5.7863,5.7442,12.3702,6.0199,35.9344,6.0883,29.6595,0.514,39.1578,2.9269,4.1356,3.6206,0.8824,4.3306,1.9218,3.1875,1.4096,28.0376,85.8898,3.3204,0.6622,13.2855,9.9378,1.4008,0.927,12.3808,5.253,20.243,4.6565,4.5211,4.8787,1.4242,41.12,21.685,13.2102,8.1281
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.6777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4068,0
8.3062,6.9862,4.5162,2.0236,4.0432,1.7714,6.8628,2.6779,1.0112,4.0454,3.0617,3.946,3.0883,9.2156,3.0252,2.0379,3.0216,1.0126,7.1652,4.9881,8.096,1.0163,2.0454,0,2.0243,1.0065,1.9985,5.0763,10.0629,6.0918,1.835,4.5806,11.003,15.707,5.0345,4.0332
50.4737,47.5876,50.1314,21.7113,14.7465,22.0775,31.5785,22.4583,4.4441,17.125,4.5418,9.1507,6.5868,11.7637,13.4824,29.9153,13.4608,26.4477,77.9977,33.0749,29.9745,21.1174,20.0456,10.7355,22.4209,59.7487,14.9456,38.2192,23.2682,19.8339,23.308,23.7098,67.8046,43.6714,35.7151,23.5023
5.0253,0,4.3085,2.5119,2.3853,0.6486,4.2776,14.0901,0,0.6723,7.9721,9.1465,3.9412,3.3981,4.2063,2.5232,4.2074,2.3964,2.715,2.6596,14.5564,3.9963,2.0351,1.341,3.2805,8.3681,2.4995,5.233,4.6857,0,2.3988,2.0125,4.6926,8.2264,8.2545,5.2174
141.1765,67.9976,101.8559,4.1356,47.3662,46.3148,38.7919,58.4274,20.0378,44.3638,15.0465,20.2562,44.8924,98.7512,23.8326,72.8328,22.6762,67.8242,209.9129,88.3188,60.1477,49.7619,42.4044,12.5322,17.5706,117.8819,27.4341,77.6158,57.8313,37.0393,35.5877,105.7527,145.1451,155.6933,111.4238,68.251
6.3456,6.103,7.2447,1.4051,0.7296,0,3.9544,2.0468,3.7152,2.442,2.1239,5.567,3.5046,4.2609,4.5381,4.7123,0,6.9849,9.8592,12.0965,3.1674,2.4445,4.8716,2.1025,0,10.7165,4.7101,3.9914,3.555,3.2174,4.4316,3.2775,2.8211,3.9499,3.4902,3.8873
53.9568,65.0334,73.0844,8.8554,20.2077,29.2498,71.5908,53.2224,21.8686,15.6044,14.9753,3.8,17.3269,20.0945,19.6766,19.6163,14.2203,14.0395,41.3227,63.3508,22.5737,15.2049,18.8977,7.0185,11.1474,43.8011,4.1014,51.3253,40.0902,8.3398,25.9341,27.154,90.1488,42.2521,89.1647,19.4446
1.2142,11.1979,17.0801,4.4592,7.2383,4.1047,14.875,9.1939,6.4532,0,2.7713,4.5833,0,10.1966,1.7286,10.2941,1.1561,5.7746,1.6519,22.5679,5.6851,4.5393,4.1725,0,0.0403,8.8549,0,1.6026,11.1203,4.4782,6.7159,18.2254,10.446,41.3996,12.9553,11.6048
57.8061,105.0589,43.8202,10.0076,13.6329,19.4958,38.8914,19.1555,16.4122,64.6916,32.115,3.5494,25.9107,68.8492,69.8272,52.2225,15.3975,54.6131,65.3315,105.7721,60.972,36.74,27.5821,19.9364,6.3709,69.6873,31.4512,31.9503,47.1806,13.6909,29.0655,33.5585,130.6476,79.5568,43.4541,30.8262
1.3429,22.8494,39.4998,17.1203,33.8806,1.6854,64.1264,10.4593,12.6468,0,19.8437,0,0,0,14.2815,23.6749,24.0577,3.5806,2.7597,10.152,0,0,0,8.8013,15.3807,32.861,2.7321,0,0,1.2175,3.8092,0,114.1292,0,0,0
0,3.2725,4.5364,0,4.0134,2.5878,5.0493,0,6.0236,2.7424,4.934,2.4259,5.9523,4.6372,2.7177,3.6577,1.6629,6.0332,30.4365,1.2292,6.2691,8.1722,4.1909,2.0108,1.00E-04,4.8237,0.9843,2.4459,4.0329,2.2814,10.0327,5.8063,8.3841,12.5403,11.4046,0
0,0,0,0,0,0,0,0,0,0,0,0,0.7254,1.4081,0,0,0,0,0,0,0,0,0,0,0,1.387,0,0,0,0,0,0,0,0.7168,0,0
4.8566,1.8011,6.3287,2.7222,0.7884,7.2313,3.9962,2.913,4.4874,4.6883,8.3809,11.6629,2.18,3.1647,8.273,7.4825,2.2109,5.9401,12.8768,3.747,1.5787,3.0012,0,1.5575,3.1971,6.602,0.561,2.2115,3.2139,1.1352,4.4261,8.5703,25.359,5.2925,11.3131,4.4266
1.0133,0.9752,2.1439,0,0,4.7647,6.7689,0.9606,0,1.0321,0,0.9636,1.0125,3.0726,0,0.9962,0,1.9795,3.0586,0,1.9856,0.9936,0,0,1.9788,2.3443,0.9817,6.9694,0.9873,1.0265,1.0691,0.9857,9.0175,5.4628,5.9072,2.1312
9.324,2.7296,4.4094,0,0.9186,3.0255,3.6538,3.0225,0.9193,0,0.9264,0.9011,4.3451,10.1676,0.9182,3.7039,0,3.1123,12.985,3.1308,0.9209,1.8468,1.8543,0.3952,6.2336,1.4863,0.9099,0.9226,1.4871,0,23.3891,10.54,4.8657,3.7519,10.4439,0
6.3023,7.8441,6.0344,6.487,4.8262,2.4292,9.7453,7.8929,1.6227,3.9399,2.5676,0,12.7836,6.4506,9.7774,2.5167,2.4122,5.9412,3.2081,8.2324,4.854,1.6736,4.8125,4.8554,2.4107,7.5004,0,1.6737,0,1.5835,2.5096,1.6361,7.4774,0,6.6138,3.2436
50.1125,64.2985,122.0659,10.1859,33.0696,37.7123,31.9637,59.8008,15.856,26.8323,12.2775,13.3325,39.4106,45.9807,20.178,24.5433,13.9154,12.8889,19.7431,19.3895,22.8037,34.9517,16.3388,8.2322,10.0208,47.2838,16.1226,33.9814,73.083,22.6149,42.4561,16.3295,58.5756,51.6129,59.6631,7.2723
0,0,0,0.4815,3.5432,0,0,0,0.4814,3.5928,0,0,3.6999,0,0,0,1.9168,0,3.7317,0,0,0,0.4836,1.891,0,0,0,0,0,1.8349,0.482,0,1.296,0,3.1457,0
1.6052,0.5306,0.5275,0,0.5331,0.5168,1.0373,0,0,0,0,0,3.4697,1.0758,0.5344,0.2629,0,0.5352,1.0714,1.5991,0,0.5356,0.5359,0,0,1.0639,1.0593,1.0707,0.5334,0,1.0689,2.1378,0,0.5361,5.2964,0.5326
9.9605,9.2934,14.7222,6.5989,5.7131,17.0523,20.5885,3.1182,6.9105,8.3562,5.1057,4.2236,19.1507,13.0758,15.1625,7.8977,4.6122,3.0928,20.0121,8.8862,9.2426,7.6752,21.0918,5.6987,10.9589,25.5255,6.5197,10.7923,22.159,6.6173,7.9746,14.9119,15.8741,26.6494,22.8453,10.8281
8.767,7.6557,2.8605,1.9404,0,0.935,3.7604,0.9422,0,0.9698,3.9145,2.8376,5.923,5.7095,0.9669,1.9541,1.9315,4.8547,1.9631,5.7393,3.8815,2.8333,0,1.9324,0.9705,5.7905,1.9163,0.9735,4.8245,2.9208,6.7797,10.7778,18.388,16.5786,6.7586,3.5496
49.4796,25.9837,51.1551,16.4191,16.2416,8.5504,31.5076,34.7908,19.9317,18.8328,10.7369,20.2663,17.9932,74.1918,25.8546,18.3929,16.3897,21.226,44.2709,49.7225,17.4028,45.5194,16.1744,25.6852,12.1934,81.3115,13.04,32.5856,38.4291,6.7787,30.1971,27.2127,79.7089,98.0445,31.8916,38.2014
0.9662,1.2241,0,0,0.697,0,2.8275,1.2211,1.614,2.3393,2.3993,0,2.1099,6.2346,0,0,0,0.6986,1.9414,3.7587,0.6984,1.4013,0.9704,0.6959,1.825,1.6088,0,0.7,0.96,1.8135,0.9628,0.962,0.627,0.9677,0.9571,0
28.1857,56.1796,20.6329,16.911,20.7627,13.4875,42.0867,6.7455,18.0829,6.9536,13.9235,27.9728,43.6304,20.063,13.9248,7.6562,7.2616,15.3273,19.1167,20.9231,51.9805,10.164,11.4265,6.9586,3.6607,62.342,13.8133,45.3725,34.7959,3.2368,13.926,112.8806,104.3285,64.6303,15.1288,34.0383
23.2047,35.0396,31.4858,11.5726,22.2432,22.1278,18.6802,13.2928,18.1522,13.8209,12.2585,9.2592,25.0639,51.7992,24.6,15.0099,6.7374,21.0203,33.2393,41.3354,27.2098,32.9285,13.9918,12.0874,12.7131,34.8909,21.5614,26.713,27.0399,7.6931,22.0222,27.7302,47.8776,59.0579,37.4406,34.4967
7.9641,1.0445,0,0,0,0,2.9039,1.9324,0,0.1703,0,0,2.9916,0,0,0,0,0,9.9439,0,0,0.9974,0,0,0.9964,0,2.9664,1.9948,0,1.9733,0,1.9954,0,4.9925,0.9853,2.979
40.8164,38.5649,34.3736,16.5253,19.024,14.2818,51.4115,18.1519,20.3833,13.2501,7.7902,17.0147,26.3008,23.301,23.7187,30.0894,21.3226,19.6774,72.3737,77.9976,24.8914,27.0155,19.1829,18.7441,18.8386,64.0426,18.1179,34.6317,37.6324,13.845,31.0671,28.386,86.4674,50.421,61.7334,32.5359
1.338,0,0,0,1.7783,0,0,0,0,0,0,0,1.3157,0,0,1.3421,0,0.894,1.3256,0,0,0,0,0,0,0,0,0.485,0,0,0,0,0.8897,0,0,0
1.7337,11.5362,13.2872,0.4646,2.0628,1.4395,9.8363,18.1632,2.9599,5.1054,0.6858,0,3.1038,7.2708,6.1221,9.7419,2.0871,8.485,30.7887,15.4557,18.4979,2.3962,0,4.7749,3.2237,7.2003,4.2718,16.2104,4.3284,4.3832,5.2066,2.3904,21.1205,18.999,3.4969,6.7904
3.1872,0.2441,1.4406,1.4568,3.6366,0.6507,2.0689,2.0672,0.7282,4.3769,0.7317,0,3.6325,1.4832,5.0506,0.733,0.7284,0,0.7301,1.0569,4.7172,0.6742,0.6744,1.461,0,0.7261,0.3278,2.9215,0.6716,0.7249,3.1822,1.4595,3.2307,3.6241,3.5004,0
1.3708,4.0491,4.0323,0,0.9096,4.644,0.4414,0.5079,0.9101,0,1.3766,0.9011,2.3109,3.222,0,1.8571,0.9073,4.0425,1.8389,4.8462,0.462,0,1.8378,0.9112,0,0.9617,1.3504,1.924,0.9168,1.3683,2.3018,1.8172,4.6646,2.2877,4.6088,1.3615
0,0.4256,3.0217,0.4304,0.4361,0,0.4192,0,0,1.2914,0,3.9513,0.4365,0.435,0,0,0.429,0.862,0.4405,0,0.4338,1.5276,0.4341,0,0,0,0.3857,0.8663,0,0,1.9721,0,1.7232,0.4325,0.4279,0
1.7646,3.0971,5.811,4.3944,2.6784,0.8473,4.7316,2.2672,5.9615,7.4513,0.8861,13.4044,1.8825,5.2814,2.4336,16.2893,3.5007,4.2982,3.3552,6.1041,3.517,3.8859,4.3727,0.8757,3.2562,9.5714,2.4717,3.7958,2.6233,0,15.961,3.5056,10.3567,10.6509,10.2464,7.5777
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.2532,0,0,0,0,0,0.4595,0.9437,0,0,0,0.4634,1.8906,0,0,0,0.9383,0,0,0,0,0.9432,0,0.9405,0.9383,1.0684,1.0707,0.9293,0,0,6.3654,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.616,7.8842,8.5991,0,0.5371,5.4708,5.3463,1.7446,1.6632,8.707,0.4958,14.238,1.6219,1.0852,8.0964,0,6.6594,4.5369,13.3911,5.5635,5.047,5.5806,1.4285,6.5724,8.9058,21.5046,3.0594,5.3089,2.59,2.6898,3.089,2.0011,6.6169,7.5549,6.0016,8.4375
15.3032,9.0298,29.0214,14.3426,19.4081,9.8913,13.2558,9.9487,12.2882,10.2472,12.031,19.458,19.9022,11.384,16.3661,10.0211,9.1416,33.8575,37.186,23.3529,28.724,21.5998,7.2279,12.2737,14.9411,28.8493,5.9315,16.4433,12.3754,11.4089,21.0533,21.4836,22.4699,28.7519,42.775,8.991
29.3941,29.2264,44.7457,8.4946,15.877,19.0211,42.8399,18.4151,6.8745,12.53,3.8411,17.9445,17.0072,37.3278,8.0262,30.9143,21.8825,19.5742,39.0305,42.6487,19.5897,22.4547,13.9184,11.1472,20.1891,55.2775,19.6571,22.3988,9.0294,14.6942,27.8379,14.6127,73.3691,36.4597,55.8399,43.5719
1.9814,1.9519,0.9718,0,0,0.9527,0,0,0,1.9745,0,0,0,0,0,0.994,0,0,0,0.9769,0,0,0,0,0,0,0,0,0,0,0,0,0.9844,0,0,0
5.8993,0,0,0,0,0,0,0,0,0,1.1232,0,0,0,0,1.4229,0,2.2375,0,0,0,0,0,1.4534,0,1.4476,0.6842,1.5674,0,0,0,0,0,0,1.1085,0
3.1311,2.0663,2.283,0,1.0396,2.0137,4.2673,7.0581,0,3.3472,1.047,1.0253,4.5853,3.6475,2.3091,0,0,3.1296,1.2598,7.089,5.2176,4.6133,1.0463,1.0418,2.3068,2.4863,1.0319,4.3967,0,1.0385,5.3555,1.8227,1.0372,7.2923,4.1336,1.7552
18.9118,18.1281,21.5027,4.7798,4.5009,24.4224,63.2303,16.9201,4.1185,5.959,4.5384,2.9373,8.2185,5.7054,4.0464,5.6609,5.709,4.9646,15.0932,20.1007,13.5374,2.8543,6.3579,2.8515,4.8992,26.755,8.2445,26.0307,13.7555,12.1034,12.7962,20.0121,55.7392,25.7597,34.0835,9.8536
9.8261,3.3594,6.949,2.8956,2.0197,2.6893,3.38,4.4959,4.9317,5.1682,1.5446,3.9518,1.0252,4.5392,0,5.4297,1.3817,5.0836,24.2903,11.522,13.4075,2.944,2.0523,2.8561,3.2169,9.1707,2.7578,10.3181,2.0743,1.3409,7.2742,6.6582,17.8582,11.6833,11.9913,1.5695
16.2528,24.7589,26.9937,7.646,5.0961,7.8905,17.3995,7.8991,7.2163,11.5438,8.6299,1.7814,13.9846,11.9841,14.0959,13.7354,2.3996,13.3079,39.8561,20.6141,18.1739,13.6101,7.7648,6.6057,7.701,26.4488,5.781,16.8323,15.2541,6.5474,10.1958,17.7621,30.562,30.453,19.6562,10.5811
37.6928,46.3004,54.9451,17.9153,18.753,43.2222,71.8639,22.787,10.3189,24.3938,17.0394,11.2416,31.5051,32.8126,17.7756,17.9588,17.9942,14.0904,41.7698,49.9909,19.7157,23.5684,21.8162,15.8931,7.5115,47.6181,16.687,40.4963,28.9417,19.7745,24.3635,31.8139,91.7493,31.1324,63.5098,18.7072
0.9406,0.9334,0,0,0,0,0,0,0,3.7594,0.9431,0,0.9451,1.7841,0.9399,0.9446,0.9383,0,1.7754,2.814,0.9416,0.9417,4.7085,0,0,1.8709,0,5.6471,4.691,0,1.8798,0.94,1.8698,1.8849,0,0
7.4442,13.2747,4.9193,13.4223,12.9795,4.8241,7.2555,8.7611,11.4935,22.3088,4.2353,11.019,14.8726,3.9596,2.4891,7.4744,6.5517,14.0055,25.9385,7.4858,4.4063,11.9998,2.471,0.9753,9.9469,10.9321,2.4695,12.4446,2.4889,6.4137,5.2718,14.955,21.535,19.9262,13.6031,3.2622
2.9826,2.573,9.3626,2.9263,0.4329,1.4131,1.4196,4.2062,0,1.125,7.3665,0,1.1412,1.3494,1.8931,1.9205,0,1.1263,3.4057,11.4408,20.0621,7.5327,0.4383,6.2087,2.9522,4.6862,1.4482,4.3436,0.4418,4.1907,6.966,1.1228,16.3986,1.1304,1.4772,1.4589
