GSM1841251,GSM1841259,GSM1841261,GSM1841263,GSM1841266,GSM1841268,GSM1841270,GSM1841273
15.861,42.8911,35.0294,9.3417,50.9606,31.2924,26.7877,16.4249
910.1886,808.5866,1009.783,389.2688,911.5767,626.1372,852.6142,654.4697
14.7084,45.0966,10.4383,6.4061,44.8153,14.488,47.2929,16.5568
1504.9646,2160.7286,3038.972,3097.9552,1520.5887,1447.3336,1980.1586,1173.4393
485.7629,608.4091,1511.73,619.9576,564.6572,465.2938,834.2219,519.9689
321.4348,392.2961,298.3707,268.2253,544.6952,564.4582,468.8778,460.3156
296.174,303.3713,400.8889,253.1108,486.3415,392.664,437.5151,317.7096
24782.6129,20547.979,33107.7168,44687.7914,25865.7738,32446.2345,30081.5745,29361.3572
744.0905,570.7635,1415.4631,779.2298,782.7859,580.984,1086.5247,760.6472
1514.055,1634.5451,1274.0065,900.8399,2799.5886,2544.0681,1953.9669,1680.3113
222.536,258.6318,569.0747,465.318,315.5565,285.4856,328.8767,201.7034
236.4246,252.5079,402.8617,192.3262,428.791,300.3275,398.1087,327.2602
472.0044,394.5549,452.667,95.6738,870.5643,665.2741,585.2544,646.6377
713.4746,716.6517,844.6551,781.495,787.0035,528.4381,1005.0368,441.2154
52.6042,28.1441,43.8112,16.7127,53.5412,50.4037,97.9748,79.1011
136.8306,167.2722,225.3912,61.9055,260.5181,232.7931,207.4677,195.9789
1649.0246,1699.6547,1894.2853,1058.3001,912.9631,1137.6477,968.1042,802.7106
1491.2956,1493.2039,967.5772,464.7166,565.1203,499.1346,198.5438,574.1102
1456.0036,1650.4099,1856.5285,999.7227,1576.3884,1476.0871,1658.3165,1368.8125
2462.1365,2545.55,2420.5785,952.5044,1406.6268,1146.4563,1027.1325,1176.8202
536.1906,858.8789,900.303,491.2582,758.4289,747.4539,585.3536,645.1517
570.6257,1301.85,1101.6001,966.0202,1021.3135,688.3193,583.9241,767.1796
0.896,1.743,0,2.6553,6.6883,2.6768,0.9051,0
367.6107,354.0011,459.8999,137.4999,418.7218,376.9379,253.1973,456.6898
12.3656,20.7136,13.4213,18.5322,17.2895,17.0061,72.1155,7.0873
15.5038,20.3325,36.3651,34.4429,8.5494,7.7284,41.9832,35.6355
602.299,730.2163,1116.0581,955.9519,804.2179,716.7943,912.9251,719.6783
7.4272,5.8365,5.0219,0,47.3889,19.7058,16.8134,32.5125
433.3891,317.3166,655.8742,268.075,413.7557,259.7083,590.9008,297.5442
207.4998,203.0014,501.1785,265.7625,126.4298,180.4795,182.9776,176.9327
1018.839,886.1878,1005.6736,553.2136,1442.9305,975.5848,1184.9388,815.9724
1357.9457,1234.0394,928.8916,716.3641,1247.5609,1465.1016,881.9239,969.1136
170.2626,235.4411,428.0628,186.3793,208.9072,262.7277,361.7267,241.9468
14091.7634,17828.2994,15475.589,20436.2922,19676.6575,19727.7659,11139.7782,19074.6807
2208.6213,2586.4094,2350.3211,1243.6997,2968.5266,2903.2887,3080.657,2470.5079
1.1708,0,2.289,1.2039,2.243,0,1.5374,2.496
111.9201,162.51,205.1304,247.5708,325.9684,330.4829,323.8022,253.536
443.1766,534.9451,429.294,347.7479,652.9311,544.1888,541.9095,516.7935
1857.5008,1792.6142,2506.252,717.4865,1085.7323,982.8132,331.6148,2058.6971
1365.7057,1625.5487,895.8851,781.5784,1764.862,2357.6174,1082.4178,1264.8524
4177.5772,3729.586,3808.0395,2350.7895,3420.0599,3045.0704,2920.6525,2364.3171
2.8755,9.0802,0,2.9875,7.4017,0.8511,4.3086,2.8614
7283.3226,21246.9372,19666.0521,9369.6582,4606.3694,3301.3103,3316.6436,2574.1834
27.2459,10.2043,36.3862,9.1726,14.5219,0.8479,9.3638,29.5485
157.4431,23.1767,169.3611,168.1403,54.8397,46.1457,996.881,62.1528
574.9369,503.3856,392.0902,329.9506,585.9527,748.9522,501.4209,536.1979
505.8262,427.9138,474.3446,363.6598,406.3628,286.0709,535.1911,222.6729
2664.1511,3295.1622,2685.7147,1014.715,3119.3578,2473.3257,2340.6426,2265.5792
12.5648,11.538,5.7381,5.663,41.2458,18.2226,26.9211,30.5587
2648.4705,3329.0088,2753.3785,671.0339,4362.9506,5139.695,2625.2961,3886.2069
4504.6446,3625.4035,3826.5444,2128.7869,4800.4172,3989.543,4767.7867,2817.9653
332.6228,387.4085,174.4481,133.6783,484.4543,360.6762,502.8571,134.7641
144.9304,128.1861,144.6963,39.9705,248.48,152.653,154.5974,133.3504
2269.4333,2334.1274,1927.2342,1245.2765,3475.5387,3643.8126,2098.4399,2482.1292
1460.7063,1899.9949,2020.0366,1918.1906,1628.1181,1117.4235,1485.3582,1040.0686
3277.4628,2504.7234,3284.5325,1440.4715,3878.6668,3399.0549,2010.6948,4089.2193
1588.5235,1727.6066,1714.8006,1056.9966,2172.0768,1582.8214,1785.606,1381.739
171.5805,268.767,152.7191,44.0307,74.7861,55.5708,131.9262,82.9452
2348.3423,2504.405,3219.6059,1464.8882,1594.2486,1565.7276,1320.4626,1577.8194
320.7849,351.5209,421.6152,262.2445,385.9881,288.4398,495.5253,227.1625
13.4019,3.2224,25.6198,6.2406,4.3109,9.2431,19.2659,10.3895
40.9142,26.069,13.7438,18.0938,9.5667,7.028,9.7854,29.4217
2213.1266,2390.7558,2196.5008,1264.8339,2909.115,1800.695,2623.2115,1592.3722
1118.3847,1365.2906,938.8511,966.8919,1589.4213,1392.5252,1784.711,1218.2006
580.6766,942.4022,602.3068,276.6479,758.8606,543.225,747.6521,746.6464
16.7361,100.4002,355.9085,10.2091,39.3034,57.4418,94.7437,69.1333
5074.2703,6139.1036,4907.7269,2976.0086,7157.3709,6717.8222,3595.4674,6348.5317
3225.8326,2741.5433,2029.0332,1504.4279,4708.1231,3607.8553,3297.3185,2786.4297
910.5605,1128.2947,1221.0666,889.3593,1215.9559,994.3091,1091.5519,848.3728
1134.6794,1611.7481,1131.2458,757.5882,2225.3953,2372.1301,2175.499,1271.4273
996.0729,829.8069,734.2197,566.2247,1225.1499,890.872,1211.594,745.2719
89.0279,114.8656,113.6737,25.0058,201.3035,130.8173,190.846,126.2089
1591.4654,1625.4888,1412.4566,648.1662,2888.8299,2828.1839,2161.7302,1845.4115
313.8245,309.8409,457.0233,200.7088,440.714,389.7933,376.5922,458.5914
2304.269,2485.9742,1749.5919,1388.8399,3111.354,2119.9896,2866.2191,1402.5765
542.439,649.9608,775.3157,432.5018,875.5255,614.6592,940.1502,500.4741
24.0264,18.1705,18.0177,25.9868,67.8283,46.2557,39.4583,49.3934
2180.2463,2174.0764,1717.8905,911.1219,2362.8916,2456.6234,1627.6,1961.8164
0,0,0.9921,0,0,0,0,0
9589.8057,7201.9393,18755.7234,10327.9917,9239.6529,8023.702,12604.0549,6539.7779
10.0512,9.995,20.1744,0.807,0.4277,0,50.4679,9.8074
949.1023,1002.5406,2082.9946,1702.4215,1031.3498,765.6159,1469.5066,654.6954
618.7043,544.9434,737.3592,217.1812,528.443,549.4851,315.4109,569.8757
740.6814,888.7389,698.7309,325.3517,981.5616,932.6161,769.0944,726.6165
2266.8868,2450.9615,2436.8563,1615.8674,2456.5402,2741.0147,2448.1296,2126.1115
12.6391,13.4333,7.8347,8.0724,40.2654,16.9349,22.3372,12.0354
53.3415,6.3458,8.4186,5.7946,12.8788,3.6876,6.1623,12.5833
0,2.2084,149.7176,0.7128,37.1216,144.7302,7.1404,0
69.0387,68.3998,77.5059,22.1008,82.407,150.7548,73.6805,115.6833
490.1945,558.8298,469.6129,357.1239,609.679,560.6792,750.6889,394.5244
88.1473,144.8705,145.5933,136.88,148.1474,98.6275,167.5547,78.7913
1703.8839,1826.1462,2244.8348,1429.6126,1889.6966,1603.4496,1948.219,1379.1569
1245.6226,1831.153,1684.7137,688.5146,1795.496,1474.1128,1602.5894,1628.9865
467.1358,536.6915,409.1802,297.2243,505.5282,308.8339,466.9249,359.6879
64.4372,126.1126,61.5759,18.7898,107.633,44.7954,196.3269,98.4038
24.9858,37.4898,41.6362,26.0108,24.784,28.2032,28.2233,11.4096
428.7881,477.744,396.0717,212.6759,562.029,438.9256,381.2612,336.5572
1015.6704,824.1114,988.4528,542.8799,1327.1253,1213.1231,1026.8069,949.5166
7118.0711,5788.9354,7203.5424,8508.1257,9797.5049,9248.7292,5922.7715,7525.7386
3063.8424,2069.3621,2532.5921,1040.5343,1996.379,2517.563,1881.5308,2377.9761
592.7937,659.2995,838.1538,488.7116,682.067,751.7373,759.0038,651.073
0,0,0,0,0.9983,1.9944,1.0003,0.9929
1861.864,1855.4103,2152.8279,2294.6792,2759.4732,1864.9076,3126.5784,1745.7341
576.6398,434.7814,203.533,110.3882,653.6474,386.9295,445.4387,226.1299
2400.1273,3064.999,2229.9361,1835.4261,2073.8795,1826.0225,1451.7262,1520.4756
71.8119,135.0174,176.23,72.1307,103.0667,137.579,46.1334,83.7046
0,0,1.9842,0,0,0,0,0
738.162,757.2933,694.1197,431.7118,1540.0783,1436.1349,1279.4393,834.0491
860.936,630.3063,1058.6721,909.2933,879.2376,817.297,710.807,740.8227
538.2201,504.5756,516.0463,352.2622,730.5211,671.0442,691.5504,520.809
2260.6049,2782.2372,3406.2166,2703.811,2986.3724,2736.6081,3144.0506,2268.6974
28195.3605,34810.2841,31183.6604,30207.1319,30394.3104,24860.8492,19380.0958,22123.7084
725.1442,893.1735,1047.8042,927.6524,1496.3145,1453.2582,1237.6987,676.6937
5725.4348,4210.7458,7363.9537,2977.6303,1191.4838,2387.5357,5620.3181,3905.115
0,0,0.9921,0,0,0,0,0
3.0028,1.0002,32.8092,0.9832,1.9945,14.972,7.9995,5.9635
932.4574,1127.1531,790.5394,645.0158,1249.167,954.7303,1068.4395,731.7894
1259.7378,1660.243,1113.1494,654.6832,1679.4339,1503.31,1369.4631,1300.2465
781.1361,782.3368,1164.8155,652.3243,1484.8028,1093.2023,1091.9343,844.7619
36328.4443,36628.6772,73907.9157,76359.2548,24060.1864,15296.1574,42916.7999,21105.4358
43.7995,43.4988,36.7057,13.6883,39.608,24.8119,50.1536,18.665
1682.8901,1593.2329,1155.1272,750.4925,2071.0544,1506.0237,930.7871,1538.4552
0,0,0,0,1.9916,0,0.9985,0
2170.0248,2763.6227,1451.882,771.5507,990.6557,2178.8494,263.8454,1466.8865
744.378,1023.984,718.7101,647.2783,1396.5819,1309.2189,1546.6654,579.5612
7512.1936,7349.0277,6940.5663,4274.5141,9594.1901,8194.8907,7590.6062,6187.6895
1808.6116,1870.3941,1599.1584,1214.8794,2590.9443,2119.5417,2327.649,1288.0302
1260.8859,828.3502,986.4157,827.0812,1186.2629,1054.7563,1029.4313,1005.8455
1109.1629,1127.6582,1223.8544,555.5589,1530.0875,1433.4557,1123.5767,1778.5633
237.3991,288.0934,306.2568,141.6539,322.8303,87.1501,308.2929,135.3311
111.0688,271.6751,120.1248,155.2781,3.3579,76.7228,34.2981,38.0901
0,0,0,0,0,0,4.9949,0
794.6952,890.9704,945.0876,765.7024,1088.7476,842.0409,1078.7863,845.0517
1781.5839,2886.1969,1825.6358,1661.9263,3084.3443,2908.7574,3689.5288,2071.8581
1342.8389,1484.6887,1262.7569,949.2086,1710.7154,1724.9074,1401.8202,1603.9653
364.6396,524.8234,815.0015,248.033,549.8168,282.1702,737.4052,477.8435
2748.9473,3270.402,2542.069,3220.85,3560.1549,2805.4789,3347.5592,1870.3481
476.5558,452.911,629.9438,237.109,594.95,501.7827,558.3068,427.6013
1974.8351,1608.8363,1610.2524,947.4664,2014.8892,2001.6152,1445.1306,1778.0391
1999.3373,1758.8926,1727.5935,574.7894,3055.1049,3130.6861,1960.2878,2756.1632
859.1406,910.3459,1170.8194,742.6972,1043.3192,1357.0355,1041.5736,1286.8
1385.3361,1962.5257,1642.8541,1430.5288,1910.6738,2291.6881,1565.3526,1716.6303
641.4455,832.5411,727.7769,410.5946,1101.5383,833.5026,761.5982,791.6073
315.2368,152.1359,155.9931,123.4547,397.9813,270.663,268.3678,230.1153
456.5164,491.3716,326.4122,150.0529,603.591,562.7443,621.1154,447.0293
1085.8878,1239.2175,939.4593,963.8569,1759.9552,2196.7773,1595.3713,1609.9233
514.9399,637.3104,700.9746,371.2449,558.281,445.3261,571.1492,407.5035
1307.7774,592.1266,1605.4366,687.6089,723.2802,871.552,1010.7242,1255.0393
63.9768,42.0435,140.5655,98.0987,76.6235,86.328,126.3998,73.3612
868.9341,810.5324,869.5805,559.5158,1076.0708,768.2359,1085.7253,705.3173
420.9421,595.4286,420.9182,180.3402,596.3102,570.9801,365.537,359.9008
4657.1241,4618.7401,5146.3452,2798.3041,7291.6985,6155.1879,3792.7712,6764.4302
159.6165,244.7834,332.9086,95.8119,113.3229,171.5852,260.7391,306.9725
354.9353,491.0708,524.8969,288.9079,544.8932,578.0049,425.3948,182.0837
191.4562,208.3863,304.8777,156.8551,399.8021,275.7126,319.9149,254.0389
375.3517,472.8219,496.7904,629.7755,583.7325,304.5284,644.5913,349.2615
1803.4041,1392.2007,1359.5786,730.633,3023.9393,3586.9485,1994.2121,1808.1186
8161.9333,8057.3949,9395.2423,5945.6742,9591.4897,7237.9725,8122.039,7978.0349
594.3899,586.0681,609.0226,231.342,445.4963,427.3454,412.844,360.9412
208.0765,639.8671,139.3886,459.1602,323.0259,781.253,921.4891,703.4894
25.4979,88.6719,144.1206,16.1037,12.1004,13.404,5.6647,40.359
610.3234,297.7752,240.6689,309.2283,243.7122,189.8235,323.0817,514.5094
881.8451,1083.9961,1443.9379,1404.8481,1329.6803,1178.2849,1421.8338,1138.1036
1599.006,1126.8576,2466.3465,2384.5188,1839.2234,1714.7898,2429.1799,2215.4363
215.0619,241.6112,1043.1861,694.2608,141.0143,131.2889,337.5405,274.5415
1038.6693,1067.2425,1182.8184,754.5523,1509.4053,1340.19,1009.9744,1338.556
15544.626,11914.7924,14874.9193,29130.8322,19676.2747,16530.2756,25242.1819,12495.6381
2199.8455,1235.8942,1802.0076,768.9425,2266.849,2471.836,1498.6958,1824.1375
213.5927,246.9314,218.4843,95.1805,87.7951,100.3734,119.5186,146.6564
0,0.7575,0,0,0,0,4.0389,0
734.0245,702.4728,454.2878,247.6561,1054.4004,916.7334,451.2603,470.9036
3445.9004,3212.7505,2963.4927,2356.1371,4423.9546,3132.3152,3919.7681,2375.2203
3169.0121,2988.2825,2530.6912,2349.3594,3442.2877,2464.1117,4025.8123,1525.4451
1298.3555,612.6191,1874.8872,992.7797,707.4234,613.7295,1319.2807,1235.7077
201.5709,400.0975,264.9915,231.1638,192.2198,164.8818,151.3081,113.1697
45843.8248,34596.0412,30862.2102,20209.5956,45016.7205,52726.5808,20776.9662,44609.5558
1310.8102,1632.1822,1540.753,819.5018,2358.8711,2311.4658,2448.7563,1359.9941
2516.9307,2733.4682,4157.0548,3332.1476,2746.4288,3020.3358,3174.5902,2567.5808
1734.5234,1343.9907,3701.5221,1180.8793,687.9566,708.6481,1364.8867,1059.6411
750.9698,873.9257,504.702,430.396,1117.9535,711.2422,1079.9545,520.8849
22.6194,27.9845,13.1796,25.9059,45.1085,29.726,6.2194,12.731
13.0116,9.0017,10.9351,1.9668,6.9801,17.9673,0.9999,28.8256
6.0383,4.0055,0.9928,0.9946,4.9927,1.0094,1.9987,7.0035
550.0111,837.8715,1212.9491,1107.0628,1118.0254,754.7532,867.245,617.3332
5.0087,9.9682,3.5138,6.0645,0.8811,0.8806,5.2982,7.0147
226.8724,319.3856,319.1074,217.0805,379.9322,288.5114,360.2974,220.122
2609.0141,2751.2426,2843.1394,1656.6824,3249.4873,3005.6212,2912.8492,2589.9705
160.6122,183.3882,541.9254,357.3158,247.767,125.3564,421.9755,188.729
997.1155,893.8528,1241.7668,699.7446,1033.837,978.6,1054.4921,1120.4826
107.859,200.0376,167.5846,61.3146,358.8552,339.2919,295.9733,160.3138
313.5316,328.68,503.5528,385.6968,388.6861,393.6383,460.4872,355.6761
0,1.029,1.0257,0,1.6842,3.5519,1.1986,0.5646
321.9792,323.8717,453.4927,175.3562,375.921,286.459,392.4044,274.6665
62743.0088,76361.0677,52938.3407,66629.9458,83675.0991,94393.3948,76311.3606,54522.8696
5902.5679,5920.0982,7466.0624,3985.7265,5239.1439,5489.2216,5445.0314,4760.7798
1134.7781,1208.1819,1072.0361,679.4833,1205.5453,1042.5624,1120.5676,813.2951
102.3291,110.6633,77.7239,28.4847,111.9997,55.9792,98.5907,64.3873
792.4526,771.7565,939.8355,791.2878,1060.9942,971.3704,1455.3358,575.3867
139.0727,273.2348,213.9229,107.8084,296.3115,139.4643,304.8213,170.8032
2090.1946,2030.8147,2003.8088,1365.0801,2392.0623,1930.0264,2328.4096,1355.8915
5442.65,6215.7604,6058.9408,3076.2503,5951.9388,6154.5787,4637.461,5926.0671
8.9479,1.3782,0.686,4.3022,24.1408,6.7325,3.501,8.7039
7.5397,1.0951,6.5512,3.2304,4.694,1.093,9.873,3.745
15456.5443,38660.3453,36407.0638,17315.2629,18493.1405,11265.848,22455.8907,15322.6369
634.8473,336.7803,487.0165,310.9482,642.4588,636.6487,706.8131,320.8792
58.2148,44.0483,423.4507,372.9733,64.2173,37.8048,299.9027,90.0825
166.0493,131.1079,131.8769,117.3399,323.8186,231.3738,307.3802,166.8856
680.8113,665.1306,608.0668,324.675,1012.0618,995.1265,913.9562,740.9142
611.3058,1558.5798,1573.9048,487.9211,649.9432,1157.5193,356.3092,639.1621
2103.9326,2518.7402,2804.6423,3051.011,2427.1664,2407.9926,1990.1158,1888.8278
1281.2708,1218.9315,1371.478,1447.1163,2142.1402,1710.9516,1245.4234,1200.135
1.661,3.9623,7.9344,1.6409,14.5678,7.8801,12.9057,22.4514
81.842,70.8179,67.4759,49.9061,351.6777,215.3371,427.7403,163.017
31983.0074,31002.9819,21634.2741,25103.1477,52158.6622,37698.7513,42390.5726,20466.4386
321.172,299.7455,366.2005,260.4007,478.6966,300.2384,418.0986,225.4741
1234.2845,1404.8286,1625.0586,1526.1751,1343.3918,1412.4906,1517.3698,1008.0458
628.0935,633.5678,642.6608,596.4329,908.2115,800.8739,1022.506,559.4872
59.2443,77.8969,49.8284,41.3494,100.7723,54.2827,109.0742,45.672
415.6171,549.4888,401.1416,189.7445,222.0109,217.1111,273.5166,246.6126
640.2027,549.942,801.7179,286.4374,1050.6914,721.7293,1015.0939,818.0235
761.2513,734.0005,648.7452,789.2605,1127.5271,886.3734,1386.8563,592.2058
26.572,41.009,98.14,52.6283,43.422,34.6001,73.8018,33.3688
3025.4038,2606.0479,3055.3584,2692.249,4139.9173,3209.5816,4201.4633,2865.4506
2458.2443,1609.7319,1594.8037,827.1587,1012.7307,1064.4131,586.4503,1676.9113
6272.8315,7113.1631,7915.1085,4178.1525,7464.6253,6315.5703,7284.2431,6096.2342
1.6456,0.8456,17.7226,1.6515,6.8787,0,2.5391,0
275.428,165.0667,246.9478,261.7867,221.7008,216.4333,335.2121,219.4552
1026.29,1073.3227,883.1665,451.916,1764.1101,1311.7384,1497.2187,999.9544
229.8644,278.149,416.7241,255.2496,308.7739,164.1741,254.5703,210.8608
106.6238,302.6084,226.8013,50.2873,157.8017,66.3061,44.9377,211.3262
0,0,3.2107,0,6.4326,0,0.5644,1.1191
3.3909,0.9157,4.1886,0.8955,9.6481,2.7368,9.5743,15.4387
2853.9896,3636.9017,2899.5694,930.136,2665.3986,2267.6555,3694.4384,2318.9107
4787.8899,4440.3433,5813.1443,5392.2809,5091.9824,3723.0803,5019.2991,3258.4405
10493.3051,11155.6055,9570.3182,6969.4711,10071.0349,8510.564,6891.4471,8073.7342
2874.2943,2601.8463,2521.25,3377.6154,3177.3309,2646.2297,3946.8561,1882.2966
751.6248,685.0822,723.3191,510.878,1103.0275,1087.1859,619.3933,875.5084
659.6282,758.4175,687.8698,376.9844,1062.8772,948.7002,803.8249,839.703
277.9275,63.2013,65.7747,14.5573,91.6595,41.3865,120.4502,24.5305
841.1087,849.0047,697.1594,484.2631,1139.3777,1114.2095,1089.3174,666.1417
13.5086,7.7451,12.2143,13.3295,21.7651,12.8672,25.334,3.7758
6096.0665,4770.3592,5745.5001,2669.9548,6254.0816,6326.4512,4400.3459,5455.0278
4833.9719,6388.0402,6649.6869,5110.3719,5503.5888,5257.1665,6451.7664,4917.5223
7390.1623,10332.9006,5036.6751,10648.5005,12532.0924,9995.5528,11014.9317,9606.2137
4.009,11.0111,0,2.9416,7.9958,0.9978,10.0133,1.9868
6.5433,2.1013,7.589,9.9809,21.1175,17.279,26.9142,3.407
1575.739,2116.8896,1904.517,964.9555,1588.9068,1646.6424,1667.2365,1810.0128
1861.0118,2239.0233,1855.2785,1311.9138,1772.936,1431.8005,1706.5256,1172.028
0.8191,0,19.9037,0,3.8606,4.9532,0,8.9268
467.6357,508.1444,396.2839,262.5538,1074.6988,783.0962,561.6069,481.0214
137.8884,243.9288,87.1139,23.866,54.9451,299.232,12.1022,4.9259
696.2585,555.8698,742.5078,785.53,890.3443,597.2505,940.3458,441.5379
346.0852,398.2317,505.6795,296.0411,390.8001,267.2879,493.5662,322.3001
375.502,1209.3061,611.7729,401.8268,473.4865,504.2192,334.5803,439.7695
1232.1847,2131.4871,2213.2101,1212.2119,1218.1247,1501.1591,918.5917,930.4316
4748.5951,4575.1894,5423.3213,4545.738,5104.3209,4491.8847,5616.6599,3750.2383
259.1175,421.6202,549.1469,184.1699,255.941,180.208,386.5339,163.4056
15.5755,8.5642,42.187,37.3288,21.6989,7.0972,37.3547,37.5383
1765.3833,1549.0049,1660.373,657.9806,2221.4321,1715.7841,1628.7756,1568.7784
19923.9844,20442.293,17368.7499,10959.5771,22617.8848,30600.8503,15085.8657,24492.8756
830.9167,808.8574,879.7422,683.6079,934.7513,875.3132,758.0329,797.2317
3022.2986,3037.6404,2747.3888,2553.8148,3870.3274,2786.1885,4145.734,2511.3629
97.806,105.033,79.1913,42.603,139.7448,98.5522,138.2535,84.4008
1051.1052,2170.9864,1841.0104,1851.8946,1735.5117,1627.0633,1269.0012,1834.5567
189.6802,128.4786,252.6261,122.6263,204.3385,219.7414,111.877,153.0921
214.5713,182.1137,243.8524,107.0177,435.1287,245.4878,282.4,189.4467
396.7909,1218.5056,246.6689,407.7739,582.0942,331.2688,419.7156,167.094
1650.5761,1174.0005,2282.8417,1487.9632,1634.4488,1740.7312,1899.1116,1688.6625
343.4251,629.8282,902.351,576.1073,3251.2865,366.471,1194.6624,701.3273
2738.9834,2835.4298,2855.8183,1736.8789,3251.6568,3112.2442,2947.9737,2590.4726
82.8158,36.7561,138.2224,85.7419,41.5755,33.5661,78.8175,49.8164
349.4304,550.6668,526.7664,407.8505,460.2617,339.5456,419.7173,407.6611
0,0,0,0,0,0,0,0
1212.7902,1057.1831,942.505,933.9124,1218.8875,878.3274,885.5194,964.8805
19.0617,19.7785,79.2198,7.6681,15.6911,14.7702,296.2937,46.0925
278.2433,182.8546,308.6855,212.2226,236.5847,275.9212,619.6232,143.277
7173.1678,5902.9625,7901.811,5346.1053,6047.758,5503.8601,4924.6964,4739.7182
5280.9343,6108.3069,4533.8831,4036.8897,6360.3363,5147.3574,4832.9237,4363.8471
5972.1533,5890.5844,6510.5466,2215.1611,5120.8136,5315.4526,3863.8302,5114.8328
2052.1916,2548.7196,1911.7272,915.3883,4563.3119,3145.363,3372.3055,2747.6794
0.7561,29.153,12.0496,2.8127,6.0395,6.7379,24.2441,4.3652
343.9025,130.3119,223.1428,157.3382,633.7576,440.3773,688.5721,314.4333
1625.6952,2068.1552,1554.0064,436.3878,2511.5505,2032.839,2066.3795,1933.1659
450.4308,406.1554,570.7585,221.1315,746.6825,653.0129,520.6447,596.2624
1883.5244,2198.9788,2701.9376,2882.5005,2276.5647,1763.5481,1975.7953,1470.4107
28.7475,43.0805,60.4661,20.0748,74.2863,34.1821,39.0948,42.4914
38.1869,45.9907,72.5616,25.9709,52.035,53.3189,85.9598,86.5196
9.3373,8.7821,5.6288,9.5094,13.5635,10.5435,13.0816,6.1639
849.5231,1045.6674,954.7557,689.974,1051.0057,846.0863,1133.4782,831.369
246.1864,356.8085,201.7326,45.3237,547.413,491.7391,308.663,428.8114
1.2194,3.3694,6.8237,0,10.1204,3.1708,6.5088,7.1577
5.7672,17.1811,4.0213,14.3568,12.3668,17.6484,22.0021,6.6007
106.1798,113.0257,190.321,81.8315,161.0206,101.1564,191.0476,64.3884
644.2384,287.3247,436.5382,264.6912,682.2788,763.8156,741.6632,567.1651
2390.9584,2890.1787,2330.8082,993.0398,3270.5418,3258.9273,2917.563,1844.2904
422.7209,446.8877,277.0665,170.1515,542.6596,435.707,450.9946,337.911
2620.2995,2752.642,2595.3444,1177.6789,3119.6794,3727.6856,2501.8022,3635.7406
0,0,0,0,0,0,1.5618,2.5879
1340.655,1198.8116,949.1545,788.1941,1862.0382,1692.6251,1619.7166,1450.7446
38.0057,38.0888,34.3827,22.2943,42.7248,39.8955,53.0727,39.0671
0,0,2.058,1.0557,1.0002,2.0424,4.0919,2.0679
2631.9157,2814.8514,1906.7453,1173.2656,1788.2882,2089.4908,1224.5892,2070.673
1550.4525,1399.6853,1459.2545,381.5722,1520.2235,2437.7785,939.7483,2411.0388
755.7974,540.2827,826.4331,866.8419,613.2032,325.2584,850.1691,267.6724
2.9061,2.0152,0,0,2.0131,0,1.0081,1.999
11.4179,25.1299,22.4944,1.495,13.7711,2.2769,86.5038,6.9287
1173.4023,1492.1984,967.4704,723.8831,357.0904,317.0675,136.5331,306.3443
529.4063,517.5284,504.6526,360.0414,707.504,585.1459,672.6471,554.0511
963.9339,1002.645,1246.6401,732.3144,1265.1049,995.9584,1243.5904,812.9533
317.3072,450.3574,241.644,199.5134,452.3955,598.6315,433.3247,429.3271
1885.7069,1902.5297,1923.0239,1292.4969,1748.0702,1534.5078,1830.1348,1405.131
505.9553,380.5611,682.0924,423.8299,534.395,490.701,637.9904,488.0619
24434.6833,58779.9756,29484.4272,43632.261,29467.0158,33971.4748,31440.4579,25123.1594
92.0622,130.4782,102.983,80.8482,132.5126,98.7685,114.3521,82.9776
2125.7713,2004.5386,2250.409,1401.8268,2629.04,3727.4703,2566.0322,2714.2576
238.4112,201.0869,416.0982,250.5906,188.0593,301.2984,111.3432,234.0405
0.9998,0,0,0,0,0,0.9993,0
96.3615,95.646,98.3119,122.0273,131.9727,319.158,93.9732,230.0853
13.1133,33.5101,27.8886,22.2625,75.8009,52.8376,39.0528,44.7343
320.2624,421.2653,321.7892,170.0708,441.2469,309.4997,419.1877,247.0937
264.6681,307.0397,191.9751,155.2907,399.1816,230.8442,455.7459,258.069
222.0955,234.504,197.1334,119.0195,366.5933,234.0174,324.4695,139.8462
1239.2872,287.1285,445.5896,845.6275,135.5681,94.4602,1557.2503,727.327
221.8112,286.0154,7.5098,24.7409,256.4608,38.2385,254.4098,9.1497
629.2271,665.0176,711.8266,289.8019,807.7438,650.2316,878.3817,638.6352
90.3398,47.2316,92.0894,57.3836,108.5246,108.0071,100.8902,130.0773
1314.0914,1229.1132,688.0755,856.1924,1223.2728,950.6392,1239.4044,671.7467
4.4179,4.5408,1.3204,4.2335,7.7263,1.3304,4.3131,12.6122
9.0061,14.3952,7.9477,3.9427,20.9527,17.9839,27.991,10.0367
2507.5727,2577.7856,2115.6385,1100.0149,3201.2302,2736.9778,2577.5209,2381.4417
643.5582,654.3384,631.3206,330.9692,870.6839,826.6693,749.7305,754.0124
40.2098,43.198,72.4041,67.1061,69.5166,20.7169,44.9369,34.9172
1705.0222,1280.8126,968.1341,732.3505,2369.3246,1833.5556,2367.1021,1101.8383
337.0114,227.7198,868.7839,397.9893,564.2175,340.6474,1010.4337,526.9522
2.0011,2.0002,2.9798,4.9244,10.9605,4.993,14.9926,2.9834
178.4885,127.1838,22.0608,67.1637,66.6203,22.1748,16.9508,6.7948
