GSM1841251,GSM1841259,GSM1841261,GSM1841263,GSM1841266,GSM1841268,GSM1841270,GSM1841273
1047.3392,1187.722,728.0653,792.4832,1347.2729,846.4263,1168.9257,631.207
686.5515,940.5155,860.0254,426.6673,1038.2236,747.4275,1035.8687,694.2849
6075.1603,5959.4282,6222.4843,5200.5816,6356.5668,5943.6657,3479.3191,5597.9058
236.2643,293.1665,205.4919,132.7779,693.0403,278.8453,375.9774,228.9366
12883.9173,16093.5333,21600.7578,18093.0508,18497.005,12685.3641,24867.6894,13391.6817
56.068,72.9712,82.8145,32.1627,76.0549,54.2269,42.9514,66.5267
304.6022,585.7107,1918.775,242.5543,889.6769,582.3631,1184.155,781.6255
21.0325,17.0974,15.0606,19.7498,25.256,13.2812,19.283,18.1543
796.5159,776.3006,1355.6445,722.3574,891.026,872.9312,1115.8538,956.2595
64.2001,700.36,142.5814,284.3343,135.4342,231.3879,61.5351,145.5314
2.7928,2.7924,20.9691,4.1655,2.0021,0,0,0
0,0,0,0,0,0,0,0
1648.9363,2226.7422,2151.2253,862.1894,1920.7852,1070.7793,1857.3002,1200.12
2076.9641,1505.4787,950.0626,601.7562,742.8253,842.9883,584.8086,685.9366
0,0,0,0,0,0,1.001,0.9932
207.0011,214.4094,182.2067,128.5599,417.7482,306.239,315.5801,231.5897
152.631,91.4835,219.2847,161.6228,169.0628,102.8959,114.621,145.7852
911.381,1010.6164,938.0232,400.272,844.3043,615.5915,749.1719,802.1684
285.1839,477.0548,404.349,285.4976,648.7979,481.267,419.8366,332.1118
432.8265,406.0651,418.4395,282.7494,609.0106,502.683,537.0883,340.8769
952.9584,942.5222,1073.0397,468.1217,1182.1707,987.5876,984.392,1063.8505
0,0,0,0,0,0,0,0
1872.7278,2242.0242,2330.4638,1811.4748,2088.3385,1616.1531,2366.8934,1473.5506
0,2.0531,0,0.9577,6.1527,0,2.9224,0
243.4563,347.2476,858.2872,786.0864,326.3007,256.4249,809.1354,269.201
465.5691,453.5642,1530.1875,875.4735,602.5141,349.1118,972.7493,491.397
10.0243,195.1336,4.0888,26.3701,13.0079,7.9707,18.0291,1.9835
1565.5885,1389.4299,1693.6367,1010.4373,899.0076,1303.0721,688.4438,1609.5744
115.9259,175.7049,252.0088,83.5546,463.7487,608.98,587.8521,447.5708
187.3922,237.4372,389.5288,162.1915,283.2944,173.1908,276.3463,245.8568
2489.0381,3929.7173,2640.8317,1504.4281,3321.2522,2655.5966,3380.0629,2552.1478
5578.1056,5238.6466,4641.5947,2718.4576,5054.8672,5422.4394,3577.0485,3990.302
1049.0627,1199.9401,984.7926,708.5351,1133.0204,939.3422,1122.5825,684.9436
349.369,269.8018,311.6816,1703.7788,238.4255,196.1315,405.3638,153.0991
800.5906,837.5999,869.9263,475.5244,997.7803,979.6602,1284.5654,717.1617
4168.4622,4179.2859,3194.7854,3608.2472,4809.3756,2805.5041,3511.5665,1905.0827
3549.1613,4123.6926,3743.2153,3121.0583,4303.5926,3092.3074,4886.6994,2622.2825
9374.7482,7720.7026,6829.1057,5600.6343,8713.1978,7318.7007,6109.2247,6339.3944
13.4277,15.8503,21.3105,16.2655,44.0954,52.9724,60.129,13.1871
194.4862,200.442,166.1992,65.8334,245.0098,162.9592,470.9302,165.9052
38.3053,66.2033,41.5737,39.6662,78.1305,61.6878,107.8198,56.7689
544.6384,410.6499,865.0966,561.1121,579.4858,611.973,671.1635,354.3696
1727.584,1485.2394,1942.8965,1080.642,1531.2073,1362.8962,1763.2431,1216.2917
13.0309,5.8747,3.9912,6.8384,13.0062,0.9964,8.0124,6.9427
0,1.1328,2.0204,0.9585,9.1053,2.976,4.0305,7.8898
405.7963,353.2244,342.3578,303.0246,617.8435,592.995,454.2585,329.7781
307.2382,190.3564,205.2197,220.34,456.4545,218.1282,195.864,208.5977
304.7153,264.7207,295.3935,439.6466,525.6018,726.284,999.923,288.6163
4426.8759,5986.8606,7316.934,5164.8692,12722.1898,5611.7879,9653.5172,8530.1007
8742.3652,9133.345,10281.0219,8796.4059,12848.2125,11861.5983,10122.0822,8089.1005
1.0843,8.0437,7.7987,5.6816,13.597,4.2269,23.5069,5.1827
728.1041,728.1266,810.2442,1575.3226,939.9906,585.795,1086.9809,505.7637
6.816,1.7028,16.2334,2.5114,7.6396,5.1058,4.0648,8.0156
2310.5603,2665.3033,3153.0968,2415.9494,2761.9737,2249.4973,3038.9611,2232.0068
418.6979,379.215,528.8435,454.2979,567.5189,500.2938,423.759,476.2619
1189.4682,727.41,2949.8473,1463.5117,1103.8144,758.6263,2109.5192,1032.3519
11.6856,6.4733,20.1947,7.9284,18.5799,15.0877,36.977,8.0029
14181.652,11701.9458,6373.1225,5086.6402,16591.6199,17547.5313,5343.9383,10094.2412
4978.1382,5620.5861,5185.2212,3234.8667,5875.7774,5214.2419,4045.4461,4088.1747
1055.9721,1180.0142,1520.4633,1194.5013,1200.0911,1002.7853,1225.6979,759.4105
34.3025,40.0991,27.1622,31.903,22.9029,44.5309,24.3752,23.7318
568.5056,592.3143,796.3114,490.1145,625.2927,648.6406,635.7829,663.3147
0,0,0,0,0,0,0,0
1192.004,1161.0952,1485.6698,1402.3895,1318.3619,1059.6027,1155.0283,1025.4892
20.7401,17.9986,27.4749,9.72,25.6381,22.7728,33.3182,13.2189
524.3813,632.9925,686.5176,559.5736,661.2153,631.2908,714.3986,546.4437
1794.6927,1851.2554,2060.595,2045.4288,1851.5883,1334.4136,1734.8595,1183.426
160.4462,167.0269,221.2597,135.5466,190.6139,173.4006,209.6787,124.4126
587.4328,787.6203,530.315,2246.4627,952.1824,962.4225,1374.9784,438.3829
640.8134,519.891,792.3579,208.2489,569.005,583.7344,599.2619,579.8343
62.8571,142.0024,161.642,48.8354,82.3117,24.6704,121.8973,60.127
5072.8822,4557.2592,6481.6725,4121.6018,4490.6081,4744.9611,4033.294,4178.5089
615.5816,513.0835,764.8387,405.0816,629.0547,441.7741,546.1299,288.9347
1165.0568,980.2636,781.0609,1009.1269,3396.3393,2585.0237,3356.1912,960.9584
843.0942,224.0721,1060.7914,303.3142,162.6861,62.8549,458.1584,143.0474
1516.1379,1903.8416,1562.5931,757.7208,2460.3448,2449.5612,2145.717,2415.7783
24.493,18.0045,21.7515,25.5461,3.9904,4.9898,3.0003,4.9685
513.6942,229.6626,286.9228,50.0652,676.36,560.9808,339.6847,621.9312
913.8188,1072.2581,1093.2103,494.715,1480.6058,1166.9879,1098.5447,764.4458
1059.6881,876.9897,432.8898,602.4997,1621.4297,861.709,1356.3967,446.4313
3.348,6.6863,10.559,0,19.5052,30.7995,40.1406,6.632
1723.7025,1318.5768,1448.8811,1066.5275,2071.4018,1673.9751,1524.222,1769.5593
428.8881,503.6645,502.1073,107.7297,333.1309,280.4858,210.8863,202.6295
309.7756,490.1995,274.6901,164.6874,257.1728,254.0037,221.4288,207.1144
904.8062,802.1876,1219.374,719.6396,791.6312,694.5684,939.4144,826.7086
1015.2434,2538.0022,2604.6974,1397.3771,2213.0163,961.66,2639.5535,1323.2707
644.8388,673.7086,735.5791,460.1979,741.3286,627.2223,683.7416,762.8333
836.9225,1242.8869,896.8576,701.6017,1456.3338,1252.3586,1009.7714,1184.5289
6.9206,35.233,136.7533,19.2844,37.5427,218.4129,18.4554,115.3147
1316.4158,1496.6669,1380.0934,767.0757,1390.3465,1333.0248,1298.7885,1182.0264
720.2769,658.776,770.2848,510.3299,1037.9755,770.6856,1003.2272,830.0152
3795.9434,6052.0681,8293.3896,7232.1401,1170.7919,859.0636,1012.3402,1338.5584
6532.9063,5385.8018,6912.2734,5361.8058,5905.1489,6593.3855,13876.9788,5575.5603
683.5027,1776.8033,1704.1683,444.2659,1832.2215,929.8091,1633.8883,1067.4008
1146.8816,1176.2082,1176.8741,423.8054,1451.7598,1163.5163,1108.7169,1291.8782
1820.7346,1758.875,2368.7819,1668.311,2369.8954,1917.6619,2279.4753,1864.0287
1905.6989,1834.6564,1631.6242,378.8931,2310.9789,1768.8376,1483.69,1722.1189
955.5423,793.4548,579.2384,748.4116,1719.5026,1642.8047,1766.0391,1095.568
1362.6908,1497.3777,1259.3083,851.7474,2136.691,2101.76,1081.0706,1833.8676
151.2628,169.0789,201.2353,56.821,305.7133,344.0227,198.1663,232.3014
2980.5809,2782.6375,3580.7847,1382.6917,1670.8021,1020.1968,1383.4257,1687.7922
2123.9663,1991.4049,3028.0173,965.4232,2210.1784,1914.7458,2770.5306,1894.7152
5095.3505,5064.7977,5930.7035,3046.7294,5375.8098,5019.5774,5436.4728,4242.1703
142.234,184.4933,160.0857,242.7988,153.9841,96.2885,172.5721,58.625
2118.1283,2177.9413,2440.471,2339.3849,1905.1273,2599.1201,1388.1832,2433.3722
923.0568,876.3848,1322.2582,1260.953,1083.6196,765.9256,1026.5236,666.1942
1264.9307,1383.9444,1467.3934,628.6705,1718.5456,1615.0988,1537.2757,1248.5919
1892.3685,1544.7462,1630.7153,1156.736,3178.321,3275.9865,2727.9797,2112.5834
250.6556,485.898,306.0951,432.2969,337.4389,249.604,312.139,223.4527
24.5245,17.8483,27.5692,19.8687,32.4116,8.2885,33.2945,16.491
1.4443,0,0,0,0,0,2.0984,1.5284
345.982,523.0856,422.496,273.1441,609.0542,474.7857,521.7057,434.9089
828.9498,602.1179,842.1146,571.1519,979.1566,1041.3816,782.0929,856.0092
4.0486,10.0845,15.1232,80.5588,8.1975,61.1071,17.8494,36.3924
7.0038,23.0036,10.9238,2.9566,0,6.9919,5.9969,2.9843
7.3639,12.1582,64.6608,3.9197,38.5636,12.0695,36.4775,8.0417
923.3608,559.8569,916.9516,402.0476,507.1114,735.3333,439.3627,631.4991
1277.7985,1244.5605,1463.0082,815.5698,2145.5243,1459.9904,1469.3813,1137.4525
254.1893,343.1497,493.4892,267.1495,205.9994,224.343,310.2465,156.593
188.7796,138.6608,119.9377,112.8838,152.2146,68.9684,33.1792,39.2177
39.5752,60.8094,44.7933,27.9175,58.2872,46.2344,80.317,45.2715
191.0749,269.4631,333.563,317.3249,1157.2783,1713.702,3081.202,516.1406
460.3342,792.7403,341.9206,369.1542,225.877,96.2608,575.1322,205.9841
384.7157,294.9436,249.9433,256.0879,139.4326,124.0432,129.3888,195.2426
5.2703,7.8693,0.7979,4.1756,23.2273,1.9011,18.6623,3.959
1112.5966,1173.8316,1188.2332,425.0147,1245.8917,992.5092,1131.8923,1094.0025
965.7438,1413.9211,1404.8074,470.3691,1398.6262,1588.0307,1615.9978,1242.0951
5.0038,2.003,5.9571,2.9568,8.9799,7.0074,9.1119,3.1473
0,0,0,0,0,0,0,0
2534.7097,3360.9453,4994.5674,5618.7351,3222.771,2433.9627,2081.7356,3311.6958
2769.4035,3089.4148,3704.4873,3142.243,2883.2857,2429.2265,3327.8906,2110.3435
1907.7903,2562.3772,3045.3487,2572.0573,2182.8733,1797.0475,3029.4865,1443.0054
863.3354,403.9584,8381.488,9870.4756,213.6171,545.5028,4749.8356,406.9286
26117.9109,17055.5622,6610.7096,16019.7667,22711.313,4100.6622,13960.6054,6182.6646
0,1.5282,6.0831,5.9939,1.5252,1.7444,10.2632,4.5515
1547.3027,2085.8766,1531.2178,1081.9849,1740.4946,1369.8241,1487.2374,1249.4503
221.1934,297.9016,688.5409,470.3892,469.0629,313.8392,441.5998,329.3061
0,0,0,0.9607,0,0,1.0265,0
3259.9441,2825.2675,3285.0131,1906.3488,3555.4429,3338.9863,3329.4554,2846.2969
2421.0497,2356.024,3951.5829,1509.7961,2141.2117,1915.2693,2629.905,1798.9162
4362.8063,4478.8729,4734.6414,3580.8786,4122.318,3442.9159,3911.5139,3128.566
149.2933,195.028,148.0721,112.1334,312.8333,252.4377,253.6922,173.5466
24.3738,23.697,46.4079,21.3461,31.085,17.9465,26.2777,27.145
6.4623,1.8974,3.0939,2.7865,16.3697,14.4475,36.3115,6.37
311.3001,135.1533,326.8168,153.8279,307.1288,156.8334,114.393,245.7562
8652.6467,9190.4387,9291.4224,5753.7069,8526.7488,6912.6281,7728.5673,6352.3577
104.9405,225.6921,170.0817,50.0413,105.2453,283.7165,45.2738,197.3618
3081.4093,3293.3927,3866.8,2515.4323,3300.2558,2628.506,3523.7446,2434.0591
484.5257,700.7915,647.4884,382.7741,646.7786,713.055,792.4539,672.5158
910.2574,1110.4494,1054.7111,507.2161,1610.2509,1542.2767,1319.8224,1580.2807
1.8073,0.3908,0,0.3831,0.7801,0.3231,1.8064,0
39.1869,30.2374,30.0515,16.1951,58.0879,32.4848,36.8026,52.407
20.1275,1.9997,4.1253,0,24.1721,13.0706,16.0323,59.5843
27028.6608,168301.9655,48867.2287,100850.1292,69677.1804,28472.1404,108464.7146,1375.234
262.3811,250.241,316.2034,151.9539,328.2181,257.4088,285.0999,183.7244
2267.4639,3245.5033,3467.3375,1544.2696,2179.8711,2884.5871,2226.2619,2034.4599
303.5534,308.8446,286.7028,231.1726,557.2505,345.443,478.2743,309.0552
1417.7874,1558.4862,1505.4623,1099.5851,1778.4085,1350.9441,1781.5387,1047.0922
272.8409,431.5541,452.5286,263.6251,546.1323,249.4848,501.7644,294.7197
22.1275,39.5885,27.4463,14.1661,37.5285,12.1397,25.3972,26.3482
453.1725,414.7209,251.6015,241.8348,760.3116,555.3478,673.107,394.357
1854.0195,2119.4454,1721.7449,1125.5468,2148.0103,1533.2128,2147.6284,1381.2084
1398.8669,1261.3148,1655.3627,1358.1974,1898.136,3008.7534,1486.9679,1692.0971
4478.7982,4186.4689,3300.5829,2813.6864,4622.9837,3973.2638,4249.079,3175.5234
295.8739,356.4621,486.9208,532.0558,548.6624,329.6145,499.6994,335.4936
371.256,395.2749,293.9447,121.5573,363.5822,370.0028,355.4337,324.0277
1871.1613,1945.0072,1988.9007,946.1067,1521.3894,1381.8727,1910.8394,1121.4948
531.0415,528.6222,438.0646,335.0629,659.4726,448.2155,716.797,288.7392
12586.2765,12813.1852,14201.2582,9103.2424,14547.1847,13098.8142,13046.9059,11428.1396
61.3202,24.8355,26.2648,30.7763,260.4842,114.3604,285.3494,57.5705
859.7387,751.4774,1057.4752,766.5322,731.8706,655.5629,1149.291,418.4865
736.7801,1043.316,728.2923,523.2623,1002.9956,822.9973,614.6572,999.0817
3996.8456,4252.0843,6122.8186,4351.7771,5113.3555,3936.1874,7004.5013,3725.0997
1765.1816,1970.6659,2092.8479,1124.8253,2424.3054,1998.7668,1689.1868,1640.6004
75.4681,42.6511,51.5974,47.2124,84.0349,43.4116,96.3756,61.7233
331.1624,346.015,477.2205,309.6939,488.5745,427.8488,510.3692,360.9423
464.4343,949.7733,365.813,305.2809,512.0158,427.6078,570.9365,215.6647
3198.565,3332.1712,3419.1873,2072.1115,3316.2296,3720.3142,3587.2332,3087.6427
1028.7032,644.7805,886.3768,513.6917,729.6282,509.2575,575.0495,604.5442
2195.9575,2603.8728,2658.869,1907.6902,2535.8495,2425.7235,2275.6447,2121.0114
431.6143,689.7179,384.5905,357.3658,558.6875,472.0285,578.2947,476.7187
131.1374,70.0413,243.502,80.8882,142.7909,85.8529,109.7664,85.5547
1104.5955,2843.0626,2910.285,1580.9771,2457.4222,1408.9778,2379.3934,1864.0919
0,0,1.0064,0,0,0,9.0936,1.9402
723.6479,593.0949,928.4394,421.7916,1009.1621,852.1127,677.6648,884.971
146.7257,256.0301,180.5437,197.32,159.5586,74.6634,228.9852,190.9297
1510.8797,2712.5339,1308.0434,948.5616,2954.0512,3424.2573,2261.3588,2422.2489
2001.7641,1481.359,1065.9398,445.6803,3282.5364,3230.6425,2415.174,2546.7406
62.1403,36.3248,131.9792,74.8589,109.8578,57.2499,96.3151,106.1867
108.7526,83.4744,33.5384,36.5849,95.592,195.45,89.3553,172.6892
1328.4828,1322.0978,1477.895,989.9787,1238.5925,1284.6033,1289.6793,1110.8426
1960.9658,1825.3179,3247.3486,1394.2401,993.4907,857.934,194.5507,978.5627
87.928,49.6745,64.9318,19.8211,205.1542,333.7656,418.1259,171.4514
4760.6763,6064.0548,7653.7469,6293.9552,5460.3102,5832.0929,7085.38,3721.8878
9799.019,8000.6656,7525.6317,6738.7581,4125.3313,5820.3481,9721.683,6089.1828
45.4849,71.2357,80.5505,60.543,75.1776,55.2282,90.959,60.057
616.3534,713.8386,693.5367,367.4169,940.5534,864.7533,894.8385,634.4477
694.7884,744.8275,787.2328,396.4201,859.0464,599.6648,594.7645,702.7
120.637,163.0163,153.4426,70.9534,139.3015,146.9913,145.6103,92.8041
1.0015,0,0,0.9825,4.9909,0,1.0006,0.9939
570.2519,356.7439,626.8879,394.1144,702.7322,363.8762,812.2477,296.3515
14022.3774,11233.2316,10066.1917,10118.7243,13118.2354,10065.455,11113.3368,10856.8593
56.1383,69.0483,78.8441,37.1078,32.0219,21.9186,29.048,16.8586
12331.1212,13235.4002,18943.9984,15218.7141,14815.2973,11782.7146,22831.9952,12301.7966
237.2415,209.9577,162.9624,145.936,317.2611,335.8491,284.2857,174.3138
655.3497,558.9355,624.7345,413.5085,825.2425,586.7392,935.232,453.1926
0,0,0.9921,0,0,0,0,0
716.0487,725.4459,572.843,239.1126,931.7598,667.8759,730.9673,596.7177
252.3051,205.1006,244.5908,240.9301,381.4133,202.366,343.5668,114.8402
1143.0804,1351.4527,1457.441,1177.5095,1052.8901,863.5507,1342.3035,760.8475
76.4757,102.6895,91.5286,131.8163,235.3284,147.72,160.2712,130.4473
1121.5664,1444.93,1939.028,753.9834,1331.8606,1016.898,963.8009,847.0369
0,0,0,0,0,0.9971,6.0066,0
1593.5192,1951.4136,1916.8841,869.8134,2572.617,2072.242,1837.9813,2044.3424
330.743,583.4812,420.981,322.8262,697.1834,574.9751,551.6924,382.9218
4260.7726,4158.7239,4989.8066,2190.546,4682.9668,4213.7891,4429.33,4208.8283
2197.2649,2535.0895,2731.2631,2634.8895,2505.0154,2359.3472,2188.5974,1688.3544
25.438,71.4798,37.615,34.532,31.8398,33.8694,51.5147,46.2771
620.5534,656.5668,575.9308,562.0872,462.1437,277.5987,528.252,250.5394
0,0,0.994,0,0.9963,0,0.9961,0
2912.5443,3041.0007,2458.3043,1541.2909,6642.8483,4595.3634,3866.0793,2774.2938
424.6149,436.7103,499.8225,387.6121,608.4911,624.123,508.5615,514.7772
2991.8169,3724.8394,3379.9725,1553.9632,3084.0012,3380.6934,2615.6679,2877.798
2.1185,4.5911,0.9229,2.0439,0.7148,3.562,3.0758,2.0864
334.4476,361.0638,402.2648,208.0601,464.3523,334.1451,508.4147,322.6239
36.5586,57.9396,41.0218,27.6985,57.3948,40.0157,40.747,23.0296
214.6366,282.2799,211.9285,191.7097,283.8369,227.2562,354.8795,152.6063
809.3607,539.088,1258.4825,906.6896,824.9333,491.0315,699.7466,516.5301
1034.7234,1760.2469,966.3071,801.9572,492.8524,1018.9645,645.3698,1071.1487
2282.851,2426.7344,2921.659,1500.8798,2155.5345,2249.5339,2667.3082,2039.0281
1,0,3.9767,0,0.9971,0,8.9914,4.9573
275.0549,280.4654,368.9059,234.4782,256.0926,201.3857,162.7237,181.8601
0.7352,0.7343,3.9469,2.7719,0,0,2.9384,2.8513
307.6554,248.7834,378.8112,202.5217,449.671,395.0161,313.3218,434.9485
1249.3395,1155.7387,2562.7293,840.9031,1427.2823,1225.804,1997.6199,1386.9192
51.38,67.792,51.8705,47.5735,24.8327,40.3084,61.2225,62.2589
419.8797,617.9023,392.9771,395.5735,539.2215,564.6745,500.6194,313.6942
182.6335,172.6186,183.4217,133.3737,265.7295,202.3272,239.689,117.0405
1.8636,0,2.4981,0,0,0,1.8618,1.8506
817.8609,1041.8333,1075.0604,798.5923,1308.6096,973.5881,765.9613,979.2966
18.3052,24.3477,37.8917,36.8539,17.296,18.1543,32.9583,15.0545
526.584,555.7655,373.4139,239.9354,476.9646,438.7559,267.1082,378.7211
2110.7887,2175.2937,1473.8806,1046.374,2675.2465,1937.1373,2674.3567,1380.4268
0,2.0016,0.9997,0,0,1.9907,0,0.9905
267.8177,251.2327,219.9962,188.6916,371.0805,238.0599,493.0214,121.5108
15.0412,8.4566,16.7983,23.0339,72.0889,28.7008,56.3457,15.8838
862.3257,244.222,226.9598,114.1137,267.9987,433.5922,178.404,232.0329
675.417,614.1375,774.8568,444.0603,725.6534,722.6878,722.1009,591.3667
518.9909,533.4348,573.6189,369.2168,645.7367,574.7259,703.4105,510.7325
69.3294,26.0951,36.6882,23.7584,12.2714,7.6357,26.9286,20.3984
2409.3618,2374.1761,2476.5946,1594.9786,3553.6723,2393.8375,2308.6198,2019.6212
80.7232,5.8408,2.7185,0.6975,1.908,7.8049,317.0202,140.8392
6.0574,6.053,7.1295,1.1225,13.4895,9.4735,10.7388,3.5514
562.3431,821.0995,430.8144,239.6411,957.3585,926.699,620.6215,601.0862
453.8609,831.3101,666.2636,296.3404,625.7489,629.0715,580.4991,508.3262
228.5684,465.1002,476.4304,266.8106,1814.2731,1390.2261,1948.8854,1430.9541
18.8974,138.9595,224.3561,6.319,22.0158,11.5214,133.3692,53.8857
23.4807,26.9324,62.235,12.9219,51.5288,28.3435,21.7871,45.4965
8.4341,7.2831,11.5369,4.5836,7.1839,3.7344,15.2723,3.3549
1973.5006,1836.2227,1065.5623,1079.4685,2421.6603,1817.436,1862.0013,1255.8161
76.9488,57.1969,60.2719,43.2522,40.8411,28.6865,68.5159,17.9408
72.8552,107.3135,50.2234,23.1407,156.7528,98.0207,114.0801,56.0777
47.0267,91.0081,46.6848,30.5929,122.5623,62.9102,145.9945,36.8197
5438.4045,7987.2358,5833.0212,5814.3984,6234.0356,6315.2398,7170.644,5310.0325
35.3948,33.9444,23.4009,26.1937,30.8636,31.4866,25.9054,17.8643
661.7975,848.3361,651.0025,532.5556,604.2431,436.9181,448.909,427.1675
79.411,80.5211,98.5532,64.9168,127.7137,141.6346,152.5319,96.0661
1.0353,1.0343,1.0289,1.015,1.8684,0,2.8094,0
11.0299,30.0234,9.9867,20.4838,11.0139,9.96,9.0175,15.861
92.1822,40.8256,34.9648,71.7078,92.5006,77.7623,73.6483,38.3091
258.9229,323.3276,408.9659,149.4294,566.7855,429.8188,414.0584,355.2924
575.9212,692.3398,396.682,432.3728,644.3771,437.663,581.5145,358.1753
0,0.9996,0,0,1.9915,0,0.9989,0
414.9763,504.4495,566.3918,315.8681,731.5759,491.5342,798.8759,335.1591
0,1.0379,1.0312,0,4.2119,3.466,7.2685,0
602.368,534.6675,662.3723,390.2099,825.6642,719.7899,597.7942,671.1167
2164.0567,2967.6342,2168.2049,868.6939,1960.9471,746.2491,1099.3106,832.9523
1.3717,13.164,12.5834,12.5489,0.91,1.3677,18.9892,4.0398
92.9348,96.9398,154.6408,91.6937,58.1952,38.0438,76.4667,39.7344
35.8337,94.2788,23.7949,101.8098,37.6553,12.2601,23.012,28.5433
253.5089,180.1252,250.3231,161.4291,448.2988,281.9527,292.974,313.2814
864.8789,885.6341,886.7968,443.7594,1358.951,1104.9247,806.2578,822.856
556.5905,628.2322,586.4598,464.453,677.7737,681.9097,533.6938,544.0531
1.0013,3.771,6.0141,3.6206,1.6642,2.0045,10.9452,0.8275
45.7628,49.1723,181.634,44.5332,91.8364,64.3437,58.2345,143.8379
234.3224,229.7801,241.48,214.4393,288.2371,197.8254,249.4899,127.7586
1097.6248,1011.4717,1060.9208,413.3411,1809.1886,1547.4521,1507.8829,1470.5783
1543.9431,1553.8743,1130.1508,651.0356,1973.3797,1347.1941,1797.7738,1054.4806
1207.2318,1321.9179,1631.3866,827.0574,1617.8635,1402.6052,1710.3946,1593.2515
3532.0282,3544.8443,3687.9145,2600.2217,3850.5026,4131.4031,3727.3831,3524.8329
1189.0787,1104.2579,1148.9084,612.5954,1298.3793,1031.2215,971.7003,839.5076
0,3.0015,0,0.9845,1.9943,4.9938,6.0005,12.9298
421.4903,518.6647,699.8949,487.2311,578.1194,531.5776,628.6414,511.4062
937.0793,1155.6858,1444.6354,1457.3412,1109.7991,1076.415,1478.4755,786.1092
1489.1403,1535.9046,1288.0524,525.9086,2971.9651,5089.4667,1657.2159,2578.9894
319.0302,275.569,403.5399,2564.7704,353.6132,393.2313,489.6226,313.6517
71.782,69.0883,63.3417,38.6711,69.7867,111.8737,70.4006,44.3751
1503.7368,1645.4731,1370.0942,1334.7305,1942.1107,1738.249,2252.7106,1153.3918
507.7606,868.9404,583.5944,356.8176,1012.9859,628.4029,1203.9535,426.3989
31.7886,18.9869,23.839,15.3581,28.9,27.6484,32.5583,43.2661
183.9418,156.5276,252.8953,85.6272,303.0977,275.8529,192.2775,168.8835
1149.9328,1234.7839,1393.9481,848.0093,1014.7459,882.6801,828.1179,909.8757
41.9496,26.4472,75.6448,42.7968,42.5716,61.9009,45.9236,33.297
78.7786,283.4493,551.8934,69.6822,43.6885,42.7871,72.358,61.9513
1356.1566,1120.0907,1670.3087,781.2848,257.2951,737.4498,4409.4108,1369.2762
601.8011,995.8484,682.4198,524.3987,1004.1666,736.4128,748.4514,587.4485
845.4639,1268.0643,910.9982,621.2243,2098.3624,2292.7411,1699.7538,749.4222
4.7834,10.5404,4.7548,10.2688,2.8613,9.3946,16.3184,10.6274
5055.274,5077.2244,3253.7428,4394.8443,6006.7765,5841.3386,4974.6059,4779.3561
2136.3632,2686.3189,2125.5986,1375.6757,3460.5565,2352.806,1999.3811,1949.3626
25.0254,17.9734,39.8888,26.9786,52.3772,35.6745,22.0458,45.5645
2882.3542,3020.0478,2512.2454,1855.5196,3155.269,2860.9729,2231.461,3109.8804
3297.3368,4143.9461,2625.0657,1456.0518,2942.4174,3505.6367,1677.655,3582.8053
13009.2965,14417.6369,18543.2103,16458.865,18352.2912,11369.4756,22606.2635,12768.0166
602.6721,802.811,675.6611,466.6819,829.6762,905.3299,1139.3903,510.02
147.7047,211.0499,183.159,78.1739,249.1411,181.2822,135.805,138.9105
779.9625,397.0026,383.2354,224.0624,551.9505,818.2014,699.5718,410.5097
738.2286,906.6235,834.1398,533.4624,514.6044,434.1421,329.705,415.9148
1779.1276,1979.8499,1723.6996,1022.3256,2006.0276,1814.1941,1864.2042,1393.5264
6925.4757,7388.6722,5220.0116,4524.037,8007.4409,6704.0455,6778.5725,5886.4986
347.5441,506.5683,615.7483,281.9966,560.566,620.0911,1047.0183,532.1639
2842.25,3013.7531,2509.4477,1370.2184,2637.799,3053.4255,1905.6246,2525.7236
2.616,1.8612,3.3584,22.6146,2.0295,6.1745,2.4149,6.9729
620.9277,809.7772,487.763,364.6051,1090.3385,1418.6507,770.6251,1047.685
29.986,27.4631,21.4043,32.4698,42.7375,41.5025,43.5647,19.028
770.8085,394.3145,951.7334,358.2275,682.0436,478.9724,1646.9514,598.4373
1213.5575,964.9215,563.2282,692.8239,2993.7932,2157.6858,3708.8452,1271.7072
1121.5222,2090.785,1068.5195,933.0399,1058.6711,1659.7575,1081.1518,1371.4365
0,0,0,0,0,0,0,0
63.7319,56.7374,63.26,29.4182,61.4789,76.5395,60.9683,73.256
1144.3183,555.4417,817.8755,736.5855,2989.3761,2200.2956,1278.7051,814.7936
828.2222,885.8239,609.364,579.2919,1277.4449,925.351,811.3236,748.1299
1.5176,4.0057,8.7682,4.9666,2.2735,3.0959,5.0167,0.99
160.3835,79.2937,202.224,83.0882,106.228,79.8446,178.9848,73.7733
257.1435,483.826,478.9603,235.5704,695.8522,626.0228,445.4925,547.3234
473.5434,450.9956,538.0461,294.2962,488.2416,438.8288,572.3743,232.4768
100.6542,122.9908,98.6819,22.3361,46.3126,45.0642,64.2362,54.0813
1169.2197,1400.8636,1376.4477,1026.8308,1553.2762,1157.9151,1818.9704,1000.061
7.5867,11.9115,2.1826,2.155,6.4807,3.284,2.1945,2.18
1188.3087,968.0152,1784.5099,309.1595,991.1067,591.6174,867.2918,643.3315
1175.9785,1253.9867,1846.2286,1120.7426,1308.3221,1284.7217,1589.2352,997.983
