Gene_ID,metap,metap.adjust,metafc,idx,Gene_Symbol,Gene_Description
1264,2.08905731312406e-05,6.09528747689995e-05,-0.427346869813402,-2.00000456637108,CNN1,calponin 1
171,2.48026544685932e-05,7.0147384724058e-05,0.431086959146707,1.98537178223151,,
69,0.00244031933468501,0.00393352172478947,0.7510367994393,1.9621236981967,,
621,0.000888762861809779,0.00164546055941489,0.625406936905585,1.90825046492839,,
43,5.00982625607627e-08,3.66592048262089e-07,0.261221442300825,1.90696285262515,ACHE,acetylcholinesterase (Yt blood group)
419,0.000169773151164173,0.000403430013848885,-0.500004686012773,-1.88508316204111,ART3,ADP-ribosyltransferase 3 (inactive)
111,0.000481019331189069,0.000964130050774613,0.566456461991736,1.87941047464226,ADCY5,adenylate cyclase 5
444,0.000765299454533283,0.00145186439728331,0.602293919877647,1.87684939881309,ASPH,aspartate beta-hydroxylase
99,0.00163322772720391,0.00281991753648315,0.669855962783287,1.86685725632658,,
492,0.00105781654749857,0.00192748390670689,0.62274937671007,1.85304659587492,ATP2B3,ATPase plasma membrane Ca2+ transporting 3
323,0.0104714588529214,0.0141564297102545,-0.928059205180757,-1.83755055302333,APBB2,amyloid beta precursor protein binding family B member 2
159,0.00153869196533586,0.00269709884418187,-0.640466826270774,-1.80153603243952,ADSS2,adenylosuccinate synthase 2
368,0.000861600925455913,0.00160160494610958,-0.5876845727338,-1.80107329181788,ABCC6,ATP binding cassette subfamily C member 6
233,0.00211322540257261,0.00352969895139845,0.669516468904098,1.79099282698306,,
108,0.00464752945543512,0.00700167019266533,0.756191290804317,1.76402629282951,ADCY2,adenylate cyclase 2
85,0.000563398351527647,0.00110521974491168,-0.54022567040086,-1.75529283591014,,
281,0.000316583185816687,0.000675670595655059,0.499395959004934,1.74764222862515,,
1093,0.0377085369796345,0.0450353252528795,1.21511865880489,1.72979470321472,,
292,0.00189722305306943,0.00321551407156253,0.6346031293617,1.72731458548824,SLC25A5,solute carrier family 25 member 5
559,0.00317055018839531,0.00497150896887837,0.682961375187809,1.70662852795726,,
364,0.000268771953309453,0.000595691684979125,-0.471402677743255,-1.68319796830756,AQP7,aquaporin 7
112,0.00698697972062214,0.0100656176600213,0.767281696554363,1.65403722296564,ADCY6,adenylate cyclase 6
231,0.00111304908942376,0.00202014027647383,0.557955071891885,1.64791231564783,AKR1B1,aldo-keto reductase family 1 member B
161,0.00026645204387162,0.000595691684979125,-0.449932495316288,-1.60823013737685,AP2A2,adaptor related protein complex 2 subunit alpha 2
245,0.00133218796708535,0.00238038237529591,0.557320199956594,1.60253772682517,,
307,0.00076238622785214,0.00145186439728331,-0.513703769802507,-1.60163843431578,ANXA4,annexin A4
126,0.000213201868940447,0.000491430307907731,-0.431844360989984,-1.58539090146016,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide"
165,0.00222364793286851,0.00367419963101212,-0.59445134151002,-1.57704015912648,AEBP1,AE binding protein 1
164,0.000799906257712091,0.00151129829838227,-0.506955562600537,-1.57002155829483,AP1G1,adaptor related protein complex 1 subunit gamma 1
413,0.00779295892251683,0.0109196172136178,0.743442628765862,1.56739831960379,,
