Gene_ID,signcon,randomSummary,randomCi.lb,randomCi.ub,randomP,het_QE,het_QEp,het_QM,het_QMp,error,randomP.adjust,rank,Gene_Symbol,Gene_Description
1298,-1,-1.64767167308366,-2.40339483030686,-0.891948515860461,1.9266352126369e-05,0,1,18.2604750734538,1.92663521263691e-05,FALSE,0.000390336294080237,129,COL9A2,collagen type IX alpha 2 chain
4917,-1,-1.57008159886909,-2.27471074177541,-0.865452455962767,1.25811070991017e-05,0,1,19.0730183658107,1.25811070991017e-05,FALSE,0.000280102450360221,130,NTN3,netrin 3
2311,-1,-1.26334970219604,-1.76645745620374,-0.760241948188344,8.58179042222168e-07,0,1,24.2226316531139,8.58179042222167e-07,FALSE,2.89778456590352e-05,131,,
934,1,1.17226372002018,0.727913097697102,1.61661434234326,2.33244255306747e-07,0,1,26.7359269098032,2.33244255306748e-07,FALSE,1.05011746944771e-05,132,,
992,1,1.25972231033517,0.755477481252336,1.763967139418,9.7582709177862e-07,0,1,23.9752374675852,9.75827091778624e-07,FALSE,3.24102571794014e-05,133,,
1960,-1,-2.20527956335743,-3.34112047094385,-1.06943865577101,0.000141605662566658,0,1,14.4806639803481,0.000141605662566658,FALSE,0.00178194454882018,134,EGR3,early growth response 3
328,-1,-1.84844211853074,-2.74662089779308,-0.950263339268403,5.49324201522583e-05,0,1,16.269803717142,5.49324201522583e-05,FALSE,0.00088531717845462,135,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1
565,-1,-1.38020503758624,-1.97352334137587,-0.78688673379661,5.13095745337109e-06,0,1,20.7877701165893,5.1309574533711e-06,FALSE,0.000133273330776023,136,,
3090,1,1.52209179150296,0.832936178366633,2.21124740463929,1.49896082038272e-05,0,1,18.7388646417868,1.49896082038271e-05,FALSE,0.000321364510274644,137,HIC1,HIC ZBTB transcriptional repressor 1
9075,1,1.34365670958109,0.773783861806394,1.91352955735579,3.81454600350122e-06,0,1,21.35585199034,3.81454600350123e-06,FALSE,0.000104436083825588,138,CLDN2,claudin 2
798,1,1.54935078996168,0.84096894317575,2.25773263674761,1.81287867108913e-05,0,1,18.3764175885921,1.81287867108913e-05,FALSE,0.000370999210871372,139,,
4393,-1,-1.9969616097135,-3.00967384587992,-0.984249373547081,0.000111161111663972,0,1,14.9370040612364,0.000111161111663972,FALSE,0.00151658190054685,140,,
195,-2,-1.33383058689683,-1.90597454434468,-0.76168662944899,4.89508828505371e-06,1.12945117724831,0.287892434034422,20.8779039552581,4.89508828505371e-06,FALSE,0.00012879803721453,141,,
970,-1,-1.52520364932481,-2.22608459172327,-0.824322706926351,1.99791091307062e-05,0,1,18.1912838696828,1.99791091307062e-05,FALSE,0.000398794828559713,142,CD70,CD70 molecule
1037,1,1.76782312128478,0.901646141464463,2.6340001011051,6.32925257206235e-05,0,1,16.0014937663092,6.32925257206236e-05,FALSE,0.000986389670076795,143,,
4775,1,1.08100280815135,0.675314045198585,1.48669157110412,1.7648358725176e-07,0,1,27.2749441105225,1.7648358725176e-07,FALSE,8.21967236257625e-06,144,NFATC3,nuclear factor of activated T cells 3
491791,-1,-1.14145441981863,-1.5883267988021,-0.694582040835161,5.54653951233231e-07,0,1,25.0637647950984,5.54653951233229e-07,FALSE,2.10042786018416e-05,145,,
