Gene_ID,ENSEMBL,Gene_Symbol,Gene_Description,Gene_Biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
744.339,744,MPPED2,metallophosphoesterase domain containing 2,protein_coding,886.595811284541,0.414735356420965,0.311779926252569,1.33021827737874,0.183446363832834,0.531020761510339
6207.7906,6207,RPS13,ribosomal protein S13,protein_coding,5433.73685674707,-0.13295514772264,0.217728856269031,-0.610645506530182,0.541434289292897,0.819093919694496
1363.8293,1363,CPE,carboxypeptidase E,protein_coding,1590.28383153489,-0.158939062166503,0.223258583466393,-0.711905718018802,0.476523161096733,0.782590952465003
1528.6116,1528,CYB5A,cytochrome b5 type A,protein_coding,1695.19133829423,-0.156925586844092,0.236802960542068,-0.662684226940709,0.5075328137944,0.801595586762845
50.9121,50,ACO2,aconitase 2,protein_coding,58.4000580044489,-0.335423084051202,0.7488015889658,-0.447946544176633,0.654191776228613,0.87846551449201
3781.8913,3781,KCNN2,potassium calcium-activated channel subfamily N member 2,protein_coding,3865.39570347958,-0.294119979389325,0.145982048874971,-2.01476812838289,0.0439289499805517,0.25575278859755
1235.3655,1235,CCR6,C-C motif chemokine receptor 6,protein_coding,1375.68894018787,-0.0531679357271801,0.160752312896618,-0.330744452562703,0.740837521896968,0.914134158915792
97.6092,97,ACYP1,acylphosphatase 1,protein_coding,873.125138160445,0.875927974099517,0.659158236755469,1.32885842163035,0.18389468349108,0.531455713239289
224.4174,224,ALDH3A2,aldehyde dehydrogenase 3 family member A2,protein_coding,391.766381275551,0.746222153735954,0.289114970064987,2.58105678017371,0.00984983798994952,0.103532471975639
36.9493,36,ACADSB,acyl-CoA dehydrogenase short/branched chain,protein_coding,237.998065002695,0.48856961777608,0.698031149175335,0.699925237366962,0.483973995520324,0.786878379229634
207.2939,207,AKT1,AKT serine/threonine kinase 1,protein_coding,320.52868142872,-0.119030414645818,0.278656416934233,-0.427158347743743,0.669263996969816,0.884851298831838
